CustomerId,RecencyDays,Frequency,MonetaryTotal,AvgOrderValue,NumReturns,EmailOpenRate,LoyaltyPoints,PreferredChannel,AgeGroup,Region
CUST-00718,163,24,20206.95,263.16,10,0.27,51610,Online,18-25,East
CUST-00719,309,72,13442.41,30.25,1,0.29,9385,MobileApp,18-25,South
CUST-00720,78,28,8114.61,538.02,2,0.38,33757,InStore,26-35,East
CUST-00721,74,1,3287.95,415.03,8,0.48,11956,InStore,56+,South
CUST-00722,56,4,17385,143.89,2,0.33,19486,InStore,26-35,South
CUST-00723,343,43,17150.34,352.15,7,0.03,30357,Phone,46-55,West
CUST-00724,36,21,11911.1,134.28,9,0.4,16101,InStore,18-25,North
CUST-00725,228,43,10120.36,94.07,4,0.68,25210,MobileApp,26-35,West
CUST-00726,206,39,22068.01,455.48,1,0.48,47505,Phone,46-55,East
CUST-00727,265,9,28135.61,426.19,9,0.45,24422,InStore,56+,South
CUST-00728,141,67,22205.3,350.09,2,,3561,Phone,56+,West
CUST-00729,317,1,10643.11,258.64,7,0.61,13024,Online,56+,South
CUST-00730,86,50,2838.52,384.53,4,0.22,37595,InStore,26-35,South
CUST-00731,57,18,19523.49,226.32,9,0.26,46747,Online,56+,North
CUST-00732,159,45,11420.73,382.16,9,0.36,44178,InStore,26-35,East
CUST-00733,152,74,17205.33,447.58,0,0.53,40804,Phone,46-55,North
CUST-00734,349,28,17401.11,289.87,6,0.18,14577,MobileApp,56+,East
CUST-00735,213,29,14096.16,27.96,3,0.66,54213,MobileApp,36-45,South
CUST-00736,89,13,11073.94,568.56,9,0.24,11360,Online,56+,East
CUST-00737,189,63,11117.3,509.41,2,0.3,16087,Online,18-25,North
CUST-00738,294,64,29941.72,311.14,8,0.27,58070,MobileApp,36-45,North
CUST-00739,136,53,14618.52,220.79,8,0.39,23324,MobileApp,26-35,South
CUST-00740,237,75,6427.67,516.84,4,0.51,28054,Phone,36-45,South
CUST-00741,5,55,14681.74,465.12,4,0.1,4202,InStore,36-45,East
CUST-00742,203,15,19357.99,195.69,7,0.37,23108,Online,46-55,East
CUST-00743,300,39,3431.59,264.76,5,0.53,23728,Phone,26-35,South
CUST-00744,155,16,10342.98,542.5,3,0.6,17185,Online,18-25,West
CUST-00745,57,69,11620.55,165.03,7,0.36,23258,Phone,26-35,East
CUST-00746,353,27,5191.4,366,10,0.22,12581,InStore,36-45,South
CUST-00747,318,40,21491.5,398.93,4,0.64,59568,Phone,36-45,South
CUST-00748,118,53,2618.06,540.86,8,0.57,14834,InStore,36-45,West
CUST-00749,69,35,7814.48,340.64,2,0.11,3325,Online,18-25,West
CUST-00750,232,18,25983.2,286.4,7,0.07,16969,InStore,26-35,North
CUST-00751,275,75,19607.2,186.19,2,0.22,39605,Phone,36-45,North
CUST-00752,349,52,18391.62,30.55,1,0.47,13576,Online,36-45,West
CUST-00753,147,9,12343.94,516.84,9,0.17,38477,Online,36-45,South
CUST-00754,346,21,11769.64,430.62,8,0.21,43812,MobileApp,56+,East
CUST-00755,41,7,17378.53,89.59,3,0.1,15420,InStore,46-55,South
CUST-00756,71,27,13653.95,548.71,0,0.5,54191,MobileApp,56+,West
CUST-00757,59,1,3610.4,425.84,6,0.34,8124,InStore,56+,West
CUST-00758,1,3,20711.28,145.11,6,0.65,59431,InStore,46-55,East
CUST-00759,127,56,8090.95,110.3,7,0.16,15830,InStore,36-45,North
CUST-00760,261,73,26693.58,487.22,4,0.65,12306,InStore,18-25,West
CUST-00761,108,51,13873.57,247.55,4,0.7,9931,MobileApp,46-55,South
CUST-00762,52,66,16683.81,136.4,1,0.45,22354,InStore,26-35,West
CUST-00763,211,65,19622.12,138.06,8,0.12,22661,MobileApp,18-25,West
CUST-00764,147,34,7679.01,146.57,2,0.64,9185,Phone,18-25,North
CUST-00765,303,30,21253.85,103.26,8,,52931,InStore,18-25,West
CUST-00766,247,65,20081.46,257.08,0,0.3,23381,MobileApp,56+,South
CUST-00767,209,14,19995.74,441.1,8,0.17,5054,Online,18-25,West
CUST-00768,216,13,13451.61,243.62,1,0.69,50087,InStore,18-25,North
CUST-00769,316,67,28589.74,410.3,7,0.22,59395,Phone,18-25,South
CUST-00770,165,71,440.43,492.58,4,0.67,47112,MobileApp,36-45,East
CUST-00771,113,58,10469.16,298.74,0,0.54,21247,InStore,46-55,South
CUST-00772,247,9,21459.46,558.75,5,0.19,43308,MobileApp,46-55,North
CUST-00773,123,60,14928.35,479.37,7,,39911,MobileApp,46-55,West
CUST-00774,314,29,10010.89,540.42,1,0.19,10805,Phone,46-55,East
CUST-00775,208,42,22139.2,83.88,8,0.52,42014,MobileApp,36-45,East
CUST-00776,273,63,18592.82,522.35,9,0.13,24941,MobileApp,46-55,East
CUST-00777,25,62,29613.38,163.45,2,0.59,28281,InStore,36-45,South
CUST-00778,209,22,4441.51,314.43,5,0.04,32646,Phone,46-55,West
CUST-00779,141,71,24694.57,100.98,6,0.03,18533,InStore,56+,North
CUST-00780,308,63,7345.79,11.96,0,0.39,55012,InStore,36-45,East
CUST-00781,309,12,14921.25,243.02,9,0.4,14246,MobileApp,56+,South
CUST-00782,196,19,1003.4,445.53,4,0.4,30078,InStore,56+,South
CUST-00783,130,40,17493.96,313.31,6,0.21,605,Online,56+,East
CUST-00784,202,19,8659.07,280.52,5,0.4,2610,InStore,56+,West
CUST-00785,120,35,12911.25,77.15,3,0.6,32971,InStore,46-55,North
CUST-00786,93,33,2876.44,207.2,9,0.5,51936,Phone,26-35,West
CUST-00787,264,68,2418.51,135.68,10,0.31,53316,Phone,18-25,West
CUST-00788,70,22,29575.88,168.26,5,0.55,49695,MobileApp,26-35,North
CUST-00789,28,64,6362.98,585.47,0,0.26,24904,Phone,18-25,South
CUST-00790,214,23,25264.52,460.23,10,0.33,11150,MobileApp,36-45,North
CUST-00791,109,74,14575.6,153.17,0,0.61,39821,InStore,18-25,West
CUST-00792,179,41,22014.37,432.53,0,0.16,54482,Online,36-45,North
CUST-00793,383,47,14751.53,183.33,2,0.58,55712,Online,46-55,West
CUST-00794,179,75,12377.84,505.13,4,0.01,21736,MobileApp,26-35,South
CUST-00795,155,49,1233.71,191.19,1,,34335,Online,26-35,South
CUST-00796,261,6,5396.34,283.16,10,0.59,22086,Phone,18-25,East
CUST-00797,93,35,8924.81,369.39,9,0.18,6534,Phone,46-55,North
CUST-00798,280,40,28082.39,415.4,1,,13913,Phone,26-35,East
CUST-00799,385,3,23984.6,425.96,6,0.63,39974,Phone,18-25,East
CUST-00800,97,63,17310.13,323.48,1,0.5,46215,Phone,46-55,South
