ContactId,Age,IncomeBracket,EmailEngagementRate,WebsiteVisits30d,PurchasesLastYear,CartAbandonmentRate,PreferredCategory,SubscribedToNewsletter,Region
CON-000800,60,150k+,0.248,48,11,0.74,Food,0,US-East
CON-000801,69,100-150k,0.279,25,10,0.61,Beauty,0,Canada
CON-000802,24,100-150k,0.327,20,24,0.11,Electronics,1,US-East
CON-000803,33,150k+,0.119,6,20,0.16,Home,0,US-West
CON-000804,57,30-60k,0.302,29,23,0.8,Electronics,0,Canada
CON-000805,24,30-60k,0.331,25,0,0.23,Electronics,1,UK
CON-000806,26,<30k,0.334,51,10,0.54,Sports,0,Canada
CON-000807,70,60-100k,0.432,57,17,0.22,Beauty,0,US-West
CON-000808,26,30-60k,0.061,53,12,0.49,Home,0,Canada
CON-000809,22,30-60k,0.265,48,2,0.36,Sports,1,US-Central
CON-000810,60,150k+,0.13,55,8,0.31,Fashion,0,US-West
CON-000811,54,30-60k,0.242,8,20,0.77,Fashion,1,UK
CON-000812,55,30-60k,0.41,20,7,0,Beauty,1,US-Central
CON-000813,39,100-150k,0.231,9,0,0.64,Sports,1,US-East
CON-000814,52,30-60k,0.317,53,14,0.01,Beauty,1,US-East
CON-000815,22,150k+,0.233,13,24,0.44,Beauty,1,US-West
CON-000816,53,<30k,0.122,54,11,0.37,Food,1,UK
CON-000817,61,60-100k,0.429,8,1,0.61,Beauty,1,Canada
CON-000818,37,30-60k,0.332,55,0,0.01,Beauty,0,UK
CON-000819,40,60-100k,0.265,17,17,0.77,Sports,0,US-West
CON-000820,28,100-150k,0.173,11,23,0.63,Home,0,UK
CON-000821,64,30-60k,0.183,3,1,0.4,Food,0,US-East
CON-000822,39,60-100k,0.176,13,7,0.51,Sports,1,UK
CON-000823,60,60-100k,0.317,1,6,0.07,Electronics,0,US-East
CON-000824,60,150k+,0.26,22,18,0.43,Electronics,0,UK
CON-000825,55,100-150k,0.018,20,20,0.44,Food,1,US-West
CON-000826,25,100-150k,0.405,59,12,0.01,Sports,1,US-Central
CON-000827,70,150k+,0.489,52,15,0.24,Food,1,US-West
CON-000828,53,60-100k,0.437,19,5,0.73,Food,0,UK
CON-000829,37,30-60k,0.065,55,6,0.43,Beauty,1,Canada
CON-000830,67,60-100k,0.132,12,13,0.15,Beauty,1,US-Central
CON-000831,41,<30k,0.371,49,15,0.72,Sports,0,US-Central
CON-000832,50,60-100k,0.104,22,0,0.78,Home,0,UK
CON-000833,51,60-100k,0.242,60,20,0.03,Electronics,0,Canada
CON-000834,35,30-60k,0.197,3,22,0.58,Sports,1,US-West
CON-000835,56,150k+,0.405,59,10,0.03,Electronics,1,US-West
CON-000836,48,<30k,0.029,4,0,0.45,Home,1,US-West
CON-000837,70,100-150k,0.1,51,7,0.45,Home,0,US-Central
CON-000838,68,60-100k,0.209,7,22,0.25,Food,1,US-East
CON-000839,60,100-150k,0.338,32,1,0.28,Food,1,Canada
CON-000840,27,30-60k,0.017,35,9,0.04,Sports,1,US-West
CON-000841,18,60-100k,0.085,30,8,0.08,Electronics,0,UK
CON-000842,54,<30k,0.065,17,18,0.4,Electronics,0,Canada
CON-000843,23,<30k,0.287,18,11,0.71,Beauty,0,UK
CON-000844,32,30-60k,0.307,50,3,0.35,Food,1,Canada
CON-000845,68,60-100k,0.201,20,11,0.35,Home,0,US-East
CON-000846,50,<30k,0.169,60,20,0.53,Fashion,1,UK
CON-000847,25,150k+,0.282,4,22,0.79,Sports,1,Canada
CON-000848,36,60-100k,0.05,11,5,0.03,Sports,1,US-West
CON-000849,52,150k+,0.181,16,10,0.8,Fashion,0,US-East
CON-000850,35,100-150k,0.289,41,7,0.21,Beauty,1,US-Central
CON-000851,19,60-100k,0.49,36,19,0.57,Food,1,Canada
CON-000852,51,<30k,0.309,59,6,0.49,Electronics,1,US-West
CON-000853,62,150k+,0.112,37,7,0.74,Home,1,US-Central
CON-000854,48,150k+,0.17,13,3,0.79,Electronics,1,Canada
CON-000855,32,30-60k,0.107,27,18,0.79,Home,1,Canada
CON-000856,26,30-60k,0.008,10,1,0.61,Fashion,1,US-Central
CON-000857,27,150k+,0.069,36,22,0.19,Sports,0,US-West
CON-000858,30,100-150k,0.15,59,19,0.06,Electronics,1,UK
CON-000859,26,<30k,0.12,9,4,0.23,Beauty,0,Canada
CON-000860,40,100-150k,0.194,17,16,0.55,Fashion,1,Canada
CON-000861,41,150k+,0.087,58,0,0.03,Home,1,US-East
CON-000862,26,150k+,0.45,54,10,0.13,Food,0,US-Central
CON-000863,33,<30k,0.111,9,9,0.51,Food,0,US-East
CON-000864,21,100-150k,0.457,53,16,0.37,Food,0,UK
CON-000865,57,60-100k,0.263,9,23,0.78,Beauty,0,Canada
CON-000866,45,30-60k,0.279,53,1,0.11,Electronics,0,Canada
CON-000867,63,30-60k,0.265,32,6,0.29,Food,0,US-Central
CON-000868,70,100-150k,0.376,13,19,0.14,Food,0,US-West
CON-000869,52,30-60k,0.411,23,6,0.19,Sports,0,US-West
CON-000870,45,60-100k,0.321,44,23,0.1,Sports,1,UK
CON-000871,63,30-60k,0.447,43,20,0.1,Beauty,1,US-Central
CON-000872,36,100-150k,0.195,32,11,0.51,Electronics,1,UK
CON-000873,29,150k+,0.258,10,20,0.54,Electronics,0,US-West
CON-000874,29,<30k,0.426,14,12,0.68,Home,1,US-West
CON-000875,48,150k+,0.172,42,17,0.11,Fashion,0,US-East
CON-000876,35,150k+,0.42,51,19,0.52,Beauty,1,US-West
CON-000877,45,100-150k,0.124,45,23,0.55,Electronics,0,Canada
CON-000878,59,150k+,0.22,52,2,0.21,Electronics,1,Canada
CON-000879,19,150k+,0.451,41,15,0.28,Sports,0,Canada
CON-000880,33,150k+,0.036,50,19,0.24,Beauty,1,Canada
CON-000881,50,150k+,0.317,52,4,0.4,Electronics,0,Canada
CON-000882,38,60-100k,0.112,43,6,0.18,Fashion,0,US-East
CON-000883,19,<30k,0.374,16,5,0.57,Beauty,1,US-West
CON-000884,27,150k+,0.373,2,2,0.46,Sports,0,US-Central
CON-000885,59,<30k,0.14,13,10,0.59,Home,0,UK
CON-000886,43,150k+,0.033,20,9,0.52,Fashion,0,US-Central
CON-000887,36,30-60k,0.114,25,17,0.23,Sports,0,Canada
CON-000888,37,150k+,0.005,45,8,0.61,Beauty,1,Canada
CON-000889,55,100-150k,0.136,26,9,0.11,Sports,0,US-Central
CON-000890,31,30-60k,0.345,38,16,0.57,Food,1,Canada
CON-000891,66,60-100k,0.368,25,4,0.01,Sports,1,US-West
CON-000892,57,150k+,0.35,19,1,0.06,Food,0,US-Central
CON-000893,36,150k+,0.333,43,23,0.37,Home,0,UK
CON-000894,51,30-60k,0.102,1,15,0.69,Sports,0,US-West
CON-000895,22,150k+,0.28,1,14,0.38,Electronics,0,US-Central
CON-000896,26,30-60k,0.335,27,0,0.49,Food,0,US-Central
CON-000897,42,150k+,0.091,31,4,0.13,Food,1,US-East
CON-000898,30,30-60k,0.034,60,16,0.65,Fashion,1,US-West
CON-000899,35,30-60k,0.411,53,14,0.23,Food,1,Canada
CON-000900,45,30-60k,0.236,59,19,0.66,Home,1,Canada
CON-000901,26,100-150k,0.029,23,19,0.17,Food,1,US-East
CON-000902,53,150k+,0.35,1,21,0.24,Electronics,0,UK
CON-000903,29,100-150k,0.458,10,13,0.15,Home,1,US-East
CON-000904,31,60-100k,0.172,53,8,0.79,Home,1,US-Central
CON-000905,61,<30k,0.101,10,5,0.43,Home,0,US-West
CON-000906,36,150k+,0.243,29,14,0.73,Food,0,UK
CON-000907,52,150k+,0.391,13,15,0.68,Electronics,0,UK
CON-000908,37,100-150k,0.465,17,6,0.61,Food,0,US-Central
CON-000909,63,100-150k,0.127,47,21,0.13,Fashion,0,US-West
CON-000910,25,30-60k,0.236,17,23,0.12,Home,1,US-Central
CON-000911,23,60-100k,0.402,14,9,0.09,Sports,0,Canada
CON-000912,50,100-150k,0.484,37,6,0.72,Electronics,0,US-Central
CON-000913,35,150k+,0.338,5,16,0.54,Sports,0,US-East
CON-000914,54,100-150k,0.239,8,14,0.01,Fashion,0,US-Central
CON-000915,32,<30k,0.166,5,18,0.43,Fashion,1,US-East
CON-000916,58,100-150k,0.232,2,8,0.07,Sports,1,UK
CON-000917,34,<30k,0.189,55,3,0.54,Beauty,1,UK
CON-000918,64,150k+,0.009,9,4,0.05,Electronics,0,UK
CON-000919,55,30-60k,0.016,15,1,0.03,Electronics,1,US-East
CON-000920,56,150k+,0.041,2,5,0.36,Home,1,US-Central
CON-000921,65,30-60k,0.188,58,21,0.69,Sports,0,UK
CON-000922,39,60-100k,0.485,5,16,0.79,Food,1,US-Central
CON-000923,32,30-60k,0.081,52,1,0.05,Beauty,1,US-West
CON-000924,20,60-100k,0.052,56,18,0.42,Sports,1,US-East
CON-000925,70,60-100k,0.41,42,9,0.5,Food,0,US-West
CON-000926,52,60-100k,0.187,33,11,0.5,Sports,1,US-East
CON-000927,70,30-60k,0.369,58,20,0.72,Electronics,1,Canada
CON-000928,42,150k+,0.158,47,1,0.76,Fashion,1,US-East
CON-000929,37,60-100k,0.197,39,8,0.24,Sports,1,US-Central
CON-000930,63,100-150k,0.461,45,8,0.3,Food,1,US-East
CON-000931,55,150k+,0.169,36,8,0.51,Fashion,1,UK
CON-000932,65,30-60k,0.287,35,24,0.04,Food,0,Canada
CON-000933,62,150k+,0.1,11,21,0.04,Home,0,Canada
CON-000934,26,30-60k,0.438,47,14,0.18,Fashion,0,US-West
CON-000935,40,60-100k,0.08,58,6,0.5,Beauty,0,UK
CON-000936,25,60-100k,0.195,58,6,0.16,Fashion,1,UK
CON-000937,29,<30k,0.301,15,5,0.19,Electronics,0,UK
CON-000938,18,100-150k,0.146,28,17,0.39,Electronics,0,US-Central
CON-000939,69,60-100k,0.127,7,15,0.77,Home,1,US-East
CON-000940,27,100-150k,0.378,49,13,0.78,Beauty,1,US-Central
CON-000941,47,150k+,0.192,27,22,0.67,Home,1,US-Central
CON-000942,28,30-60k,0.481,33,1,0.55,Beauty,1,US-West
CON-000943,30,100-150k,0.485,11,0,0.23,Fashion,0,Canada
CON-000944,29,100-150k,0.067,25,2,0.18,Sports,0,US-Central
CON-000945,39,<30k,0.006,57,18,0.5,Electronics,0,US-West
CON-000946,49,150k+,0.229,49,21,0.21,Beauty,0,Canada
CON-000947,32,30-60k,0.484,4,8,0.57,Food,1,Canada
CON-000948,19,60-100k,0.331,27,18,0.61,Electronics,1,UK
CON-000949,18,<30k,0.058,17,19,0.14,Beauty,1,US-Central
CON-000950,41,60-100k,0.061,45,3,0.7,Fashion,1,US-East
