UserId,ContentId,ContentType,WatchDurationPct,PreviousEngagements,ContentAgeDays,CreatorFollowers,HasSubtitles,DeviceType,EngagementScore
USR-5784,CNT-000698,LiveStream,16.1,15,560,4511247,0,Tablet,0.3905
USR-8817,CNT-000699,Article,79,22,19,3787083,0,Desktop,0.611
USR-5411,CNT-000700,Article,63.1,21,607,1737791,1,TV,0.6035
USR-9050,CNT-000701,Article,90.8,39,215,2950468,0,TV,0.986
USR-9574,CNT-000702,Video,38.6,40,286,1181175,0,TV,0.573
USR-1135,CNT-000703,Podcast,88.8,26,426,1806706,1,Mobile,0.712
USR-8466,CNT-000704,Podcast,24.2,16,449,2233372,1,Tablet,0.379
USR-1756,CNT-000705,Video,71.4,35,113,1131960,1,Desktop,0.827
USR-7592,CNT-000706,LiveStream,92.2,31,547,456276,0,Tablet,0.939
USR-4547,CNT-000707,Video,7,45,616,3653927,1,Tablet,0.585
USR-3660,CNT-000708,Article,11.7,19,77,3287514,1,TV,0.3805
USR-3594,CNT-000709,Video,12.9,22,25,4293194,1,Mobile,0.3005
USR-7746,CNT-000710,Podcast,49,45,454,986197,0,Tablet,0.765
USR-6336,CNT-000711,LiveStream,9.9,42,165,3833206,1,Mobile,0.5855
USR-2210,CNT-000712,Podcast,74.2,25,383,3957798,1,Mobile,0.751
USR-8277,CNT-000713,Video,58.5,9,157,1182850,0,Desktop,0.3945
USR-3593,CNT-000714,LiveStream,23.9,10,95,815941,1,Desktop,0.2095
USR-9692,CNT-000715,Podcast,61.7,30,395,2835972,0,Mobile,0.5885
USR-5521,CNT-000716,Article,91.3,10,401,4445978,0,TV,0.6965
USR-5395,CNT-000717,Article,12.3,26,187,87358,0,Desktop,0.3095
USR-1388,CNT-000718,Podcast,89,36,374,4359919,1,Mobile,1
USR-1027,CNT-000719,Video,65.6,29,546,1765027,0,Tablet,0.85
USR-9758,CNT-000720,Video,42.1,24,73,2657394,0,Mobile,0.6025
USR-5748,CNT-000721,Video,86.2,13,431,1092770,1,Desktop,0.675
USR-4010,CNT-000722,Video,49,29,568,1005141,0,Desktop,0.617
USR-9320,CNT-000723,Podcast,28.2,2,69,4959876,0,Mobile,0.437
USR-5449,CNT-000724,Podcast,67,45,396,3921527,1,Desktop,0.905
USR-7408,CNT-000725,Video,13.8,42,191,1990666,1,Tablet,0.665
USR-7781,CNT-000726,Podcast,29.1,23,196,2858104,0,Mobile,0.3895
USR-9857,CNT-000727,Podcast,27.8,6,16,1909419,1,TV,0.267
USR-8169,CNT-000728,LiveStream,58,20,3,1928149,0,Desktop,0.58
USR-7578,CNT-000729,Video,21.6,37,544,1884474,0,Mobile,0.514
USR-5846,CNT-000730,Video,21.1,41,184,2979561,1,TV,0.5335
USR-9471,CNT-000731,Video,97.1,30,103,1118172,1,Tablet,0.8055
USR-8386,CNT-000732,Video,85.4,3,595,4809128,0,Tablet,0.451
USR-8280,CNT-000733,Video,50.5,29,628,4921790,0,Desktop,0.5645
USR-8983,CNT-000734,LiveStream,21.1,12,550,4766829,0,Desktop,0.4915
USR-5799,CNT-000735,Video,88.9,6,92,1998280,1,Tablet,0.7625
USR-4311,CNT-000736,Video,60.5,33,107,1003999,1,Mobile,0.5765
USR-9616,CNT-000737,Podcast,49,19,153,3718815,1,TV,0.597
USR-5099,CNT-000738,LiveStream,49.6,47,362,3547587,0,TV,0.894
USR-1160,CNT-000739,Article,43.8,8,599,1189549,1,TV,0.493
USR-6756,CNT-000740,Article,65,3,110,4330876,0,Desktop,0.409
USR-5513,CNT-000741,Podcast,88.3,4,709,1518859,0,Tablet,0.4835
USR-1404,CNT-000742,Article,24.5,12,290,3024450,0,Desktop,0.2885
USR-8390,CNT-000743,Article,17.2,5,449,4180816,1,Mobile,0.406
USR-8917,CNT-000744,Video,58.5,30,140,222135,0,Desktop,0.6825
USR-5066,CNT-000745,LiveStream,73.7,1,409,127259,1,Desktop,0.4165
USR-7820,CNT-000746,Video,33.2,7,104,184117,1,Mobile,0.462
USR-2064,CNT-000747,Podcast,28.6,13,8,4215132,0,Mobile,0.347
USR-4308,CNT-000748,Video,3.4,27,409,3014564,0,Mobile,0.253
USR-9232,CNT-000749,Video,76.4,37,610,1367006,0,Mobile,0.948
USR-1017,CNT-000750,Video,86,44,10,3938348,1,TV,1
USR-7944,CNT-000751,Video,96.6,0,378,4142030,1,Mobile,0.783
USR-8661,CNT-000752,Podcast,24.9,25,212,66533,0,Mobile,0.5445
USR-4721,CNT-000753,Article,88.1,5,496,4529369,0,Tablet,0.6305
USR-3487,CNT-000754,Article,11,25,603,3367425,0,Tablet,0.465
USR-7531,CNT-000755,Article,32.6,17,62,2805453,1,TV,0.449
USR-7177,CNT-000756,Podcast,46.2,43,620,3091542,0,Mobile,0.655
USR-5546,CNT-000757,Video,33.7,41,567,4467155,1,Tablet,0.4965
USR-2733,CNT-000758,Video,56.4,38,504,46667,1,Tablet,0.646
USR-6177,CNT-000759,Article,39.1,13,123,4586679,1,Desktop,0.3895
USR-7155,CNT-000760,LiveStream,30.8,44,667,3174785,1,Desktop,0.516
USR-7630,CNT-000761,LiveStream,60,29,75,3163003,0,Desktop,0.712
USR-9160,CNT-000762,Article,2.4,0,450,1525348,1,Mobile,0.222
USR-3002,CNT-000763,Article,91.2,7,155,4831275,0,Mobile,0.662
USR-5581,CNT-000764,LiveStream,10.6,45,638,178615,0,Mobile,0.453
USR-2816,CNT-000765,LiveStream,58.1,6,88,2692414,0,Tablet,0.5985
USR-4194,CNT-000766,Podcast,43.3,16,456,310836,0,Desktop,0.6345
USR-1066,CNT-000767,LiveStream,85.9,46,54,2699110,0,Desktop,0.9875
USR-7865,CNT-000768,Video,39.3,11,661,228652,0,Mobile,0.5045
USR-9828,CNT-000769,Video,1.1,29,504,46564,0,Tablet,0.4775
USR-9938,CNT-000770,Article,23.8,13,691,518300,1,Mobile,0.273
USR-6671,CNT-000771,LiveStream,70,45,208,1703258,1,Tablet,0.99
USR-3803,CNT-000772,Article,6.2,48,380,3649830,0,TV,0.575
USR-4058,CNT-000773,Article,17.2,13,563,4186665,0,Mobile,0.35
USR-6340,CNT-000774,Podcast,3,1,442,1709140,1,Desktop,0.113
USR-2467,CNT-000775,LiveStream,57.5,31,97,4377081,1,Tablet,0.8155
USR-6495,CNT-000776,LiveStream,71,1,569,840674,1,Desktop,0.523
USR-7716,CNT-000777,Podcast,39.2,25,439,1416944,0,Mobile,0.456
USR-8158,CNT-000778,Article,9.6,10,356,4094039,1,Tablet,0.168
USR-6020,CNT-000779,Article,35.1,17,629,635437,0,Desktop,0.3115
USR-7508,CNT-000780,LiveStream,25.4,18,204,3343801,0,Tablet,0.371
USR-3210,CNT-000781,Article,87.2,22,239,1144572,1,TV,0.862
USR-8232,CNT-000782,Video,45.8,48,299,4140912,1,Tablet,0.673
USR-4717,CNT-000783,Video,38.3,48,275,3218572,1,TV,0.5855
USR-5066,CNT-000784,Video,16.4,34,614,166067,1,Mobile,0.594
USR-5059,CNT-000785,LiveStream,82.2,26,632,4280499,0,Desktop,0.639
USR-9520,CNT-000786,Article,50.1,40,2,3267176,0,Mobile,0.6905
USR-2614,CNT-000787,Video,93.8,18,151,4546156,1,TV,0.903
USR-4811,CNT-000788,LiveStream,84,31,327,986935,0,Tablet,0.758
USR-4493,CNT-000789,Podcast,73.9,22,263,3195126,0,Desktop,0.7155
USR-6381,CNT-000790,Podcast,20.1,34,428,334815,0,TV,0.5125
USR-4361,CNT-000791,Article,27.8,19,611,233502,0,TV,0.481
USR-5898,CNT-000792,Podcast,11.5,22,582,4626816,0,TV,0.3635
USR-2687,CNT-000793,Article,45.4,20,94,939269,1,TV,0.507
USR-6875,CNT-000794,Article,63.4,18,439,2784183,0,Desktop,0.671
USR-6292,CNT-000795,Article,29.1,5,192,3844296,1,Mobile,0.2255
USR-5601,CNT-000796,Video,0.6,42,420,3172963,1,Desktop,0.559
USR-3335,CNT-000797,Article,96.7,20,203,1584326,0,Tablet,0.6435
USR-6244,CNT-000798,Podcast,61.2,18,227,117127,1,Mobile,0.51
USR-6539,CNT-000799,Article,91.8,40,82,3883540,1,TV,0.939
USR-2599,CNT-000800,Article,68.9,0,234,1305054,1,Tablet,0.6145
USR-2122,CNT-000801,Article,85.4,48,677,4767758,1,Mobile,1
USR-9987,CNT-000802,Article,57.2,24,379,1348755,0,Mobile,0.698
USR-9930,CNT-000803,Podcast,28.9,23,324,4541262,1,Desktop,0.5085
USR-8623,CNT-000804,LiveStream,44.3,21,712,148131,0,Desktop,0.5495
USR-8877,CNT-000805,LiveStream,96.4,44,596,1818393,1,Mobile,1
USR-2580,CNT-000806,Article,41.6,50,179,103027,0,Tablet,0.878
USR-2040,CNT-000807,LiveStream,64.6,0,171,3720905,1,Tablet,0.563
USR-6558,CNT-000808,Video,94.4,40,231,257673,0,Mobile,1
USR-5006,CNT-000809,LiveStream,95.5,42,287,3684137,0,Desktop,1
USR-3986,CNT-000810,Video,49.4,28,374,4200069,1,Mobile,0.541
USR-6308,CNT-000811,Podcast,67.2,24,214,1287672,1,Desktop,0.638
USR-9754,CNT-000812,Article,94.2,3,28,3483546,1,Tablet,0.735
USR-6915,CNT-000813,Video,32.1,20,378,1229346,0,TV,0.3205
USR-1037,CNT-000814,Article,0.1,12,670,2238875,1,Tablet,0.3965
USR-4849,CNT-000815,Video,44,5,217,605750,1,Mobile,0.54
USR-2745,CNT-000816,LiveStream,85.8,3,190,3222506,1,TV,0.743
USR-3518,CNT-000817,Podcast,12.4,5,596,4224122,1,Mobile,0.152
USR-3418,CNT-000818,Podcast,45.3,22,449,4007587,0,TV,0.5125
USR-6202,CNT-000819,Article,87,4,91,465599,1,Tablet,0.637
USR-3011,CNT-000820,Podcast,69,4,54,762479,1,TV,0.577
USR-7512,CNT-000821,Video,78.1,29,476,1815436,1,Tablet,0.7125
USR-7939,CNT-000822,Article,84.1,12,125,3378776,0,Mobile,0.6465
USR-2457,CNT-000823,LiveStream,43.1,49,36,1117447,1,Mobile,0.8975
USR-3804,CNT-000824,Video,8.8,45,380,2997037,0,TV,0.524
USR-7498,CNT-000825,LiveStream,47.5,48,724,3781625,0,Tablet,0.7715
USR-9551,CNT-000826,LiveStream,26.8,48,138,4158826,1,Tablet,0.738
USR-4191,CNT-000827,Podcast,40.6,21,607,1115639,1,Tablet,0.551
USR-2103,CNT-000828,Article,45.9,11,471,1926200,1,Tablet,0.5475
USR-1666,CNT-000829,Video,7.9,33,414,2582786,1,Desktop,0.3235
USR-7027,CNT-000830,Podcast,33.7,43,600,4472020,1,Desktop,0.6425
USR-1624,CNT-000831,Article,88.3,12,438,689640,0,Tablet,0.7875
USR-2544,CNT-000832,Article,85.3,24,336,4011712,1,Mobile,0.8885
USR-5116,CNT-000833,Podcast,51.7,2,262,3020891,1,Mobile,0.4745
USR-8654,CNT-000834,Podcast,92,38,183,1822177,1,Mobile,1
USR-7357,CNT-000835,Podcast,51,24,82,3524577,0,Desktop,0.457
USR-5090,CNT-000836,Podcast,10.6,41,354,1246695,1,Desktop,0.401
USR-8142,CNT-000837,Video,73.1,10,344,3734147,1,Desktop,0.7155
USR-5441,CNT-000838,Podcast,70.7,43,524,3994558,0,Desktop,0.8475
USR-3080,CNT-000839,LiveStream,57.4,38,400,4439446,0,TV,0.641
USR-3777,CNT-000840,Podcast,88.2,25,362,17506,1,Mobile,0.761
USR-8620,CNT-000841,Video,50.6,21,597,3746284,1,Desktop,0.481
USR-9400,CNT-000842,Article,73,18,27,4782047,0,Mobile,0.749
USR-1774,CNT-000843,Article,0.8,29,276,3087191,1,Desktop,0.526
USR-2786,CNT-000844,Article,52.7,10,247,3302486,1,Desktop,0.6335
USR-3839,CNT-000845,Podcast,58.5,23,105,1535613,1,Mobile,0.5865
USR-6501,CNT-000846,Podcast,1.6,26,373,1998709,1,Tablet,0.336
USR-4453,CNT-000847,LiveStream,78.7,2,78,1452353,0,Desktop,0.4695
USR-9248,CNT-000848,Podcast,16.5,39,654,897796,0,Desktop,0.5045
USR-2753,CNT-000849,Video,90.8,4,643,2786587,0,Mobile,0.646
USR-6858,CNT-000850,Video,94.9,49,110,2702314,0,Desktop,0.9865
USR-3661,CNT-000851,Video,74.5,1,205,3903969,1,Mobile,0.6505
USR-3935,CNT-000852,Article,95.9,25,127,3143251,0,Tablet,0.9795
USR-8633,CNT-000853,Video,36.1,13,313,1841416,1,Tablet,0.3045
USR-1066,CNT-000854,Article,86.6,22,344,3992556,0,Desktop,0.659
USR-4124,CNT-000855,Video,73,33,353,3247067,1,Tablet,0.899
USR-8519,CNT-000856,LiveStream,82.1,7,333,4207711,0,Mobile,0.6265
USR-3776,CNT-000857,Video,97.3,29,510,3253836,0,Desktop,0.8785
USR-8848,CNT-000858,Video,82.1,15,105,1733582,1,Desktop,0.8205
USR-8236,CNT-000859,LiveStream,43.1,1,682,4680705,0,TV,0.5235
USR-4390,CNT-000860,Video,40,3,681,3963663,1,Desktop,0.254
USR-2668,CNT-000861,Video,26.2,45,253,3952326,1,TV,0.571
USR-5833,CNT-000862,Article,34.4,42,298,565475,1,Tablet,0.598
USR-6420,CNT-000863,Podcast,13.2,6,262,3833650,1,Desktop,0.214
USR-2900,CNT-000864,Podcast,28.3,2,349,4189621,0,Tablet,0.4375
USR-4591,CNT-000865,Article,49.4,43,43,3078628,0,Tablet,0.641
USR-3248,CNT-000866,LiveStream,85,35,669,196456,0,TV,0.935
USR-9286,CNT-000867,Article,22.1,2,568,3312324,0,Desktop,0.2165
USR-1205,CNT-000868,LiveStream,90,22,594,2374966,0,Mobile,0.696
USR-8985,CNT-000869,Video,54.5,25,304,4517656,0,Desktop,0.5625
USR-1748,CNT-000870,Video,37,32,636,1628532,1,Mobile,0.521
