CustomerId,TenureMonths,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingTV,SeniorCitizen,Partner,Dependents,NumSupportTickets,LastContactDate,IsChurned
CUST-00462,64,55.1,3280.25,Two year,Electronic check,DSL,No,Yes,No,0,0,1,4,2024-04-01,0
CUST-00463,48,119.47,5032.61,Month-to-month,Credit card,DSL,No internet service,Yes,Yes,0,1,0,1,2023-06-26,0
CUST-00464,51,107.99,5458.89,One year,Mailed check,DSL,No,Yes,No,0,0,1,0,2024-04-10,0
CUST-00465,38,92.07,,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,0,0,1,5,2025-07-23,0
CUST-00466,69,67,4679.08,One year,Mailed check,None,Yes,No,No,0,0,0,11,2023-09-01,0
CUST-00467,35,50.94,1540.51,One year,Mailed check,Fiber optic,No,No internet service,Yes,0,0,1,0,2023-01-10,0
CUST-00468,45,45.93,2265.23,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,No,0,0,0,7,2024-11-25,0
CUST-00469,14,55.87,800.1,One year,Credit card,None,No,No internet service,Yes,0,0,1,11,2025-09-29,0
CUST-00470,17,72.8,1305.23,Two year,Mailed check,DSL,Yes,Yes,Yes,0,1,0,10,2023-12-13,0
CUST-00471,41,70.08,2654.06,Two year,Credit card,DSL,No,Yes,No,1,1,0,7,2024-03-17,1
CUST-00472,59,99.1,5672.14,Two year,Bank transfer,None,Yes,Yes,No,0,0,0,6,2023-10-15,0
CUST-00473,67,115.08,7948.97,Two year,Electronic check,None,No,No,Yes,1,1,1,5,2025-09-12,0
CUST-00474,17,100.73,1562.05,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,0,0,0,10,2023-04-05,1
CUST-00475,70,64.29,3853.93,Month-to-month,Bank transfer,Fiber optic,No internet service,No,Yes,0,1,1,4,2023-01-24,0
CUST-00476,22,39.1,862.58,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,0,0,0,6,2025-02-25,0
CUST-00477,30,32.85,1124.28,One year,Credit card,None,No internet service,Yes,Yes,0,0,0,7,2025-11-16,0
CUST-00478,23,54.15,1192.51,One year,Electronic check,DSL,No,No internet service,No,0,1,0,11,2023-02-18,1
CUST-00479,65,85.47,5830.64,One year,Mailed check,Fiber optic,No,No,No,0,1,0,0,2023-02-22,0
CUST-00480,4,54.35,218.55,One year,Mailed check,DSL,Yes,No,Yes,0,1,1,9,2025-03-18,1
CUST-00481,29,66.07,1982.64,Month-to-month,Electronic check,DSL,No,No internet service,Yes,1,0,0,11,2024-01-20,1
CUST-00482,16,27.03,495.59,One year,Credit card,Fiber optic,No internet service,Yes,No,0,0,0,11,2024-04-23,1
CUST-00483,8,116.12,934.43,Two year,Mailed check,Fiber optic,No internet service,No,Yes,0,1,0,9,2025-03-07,0
CUST-00484,14,75.29,915.16,One year,Bank transfer,Fiber optic,No,No,Yes,0,0,0,5,2023-03-07,0
CUST-00485,72,76.17,5011.79,Two year,Mailed check,None,Yes,No,Yes,0,0,0,11,2025-06-19,1
CUST-00486,34,30.92,1202.97,Month-to-month,Mailed check,DSL,Yes,No internet service,No,0,0,0,3,2025-06-06,0
CUST-00487,24,100.42,2366.89,One year,Electronic check,Fiber optic,No,No internet service,Yes,0,1,1,3,2023-03-27,0
CUST-00488,35,74.71,2556.35,One year,Mailed check,DSL,No,No,Yes,0,0,0,10,2025-08-30,1
CUST-00489,27,60.3,1531.08,One year,Credit card,None,No,No internet service,No,0,0,0,9,2024-07-26,0
CUST-00490,27,53.5,1452.93,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,No,0,1,0,3,2023-03-11,0
CUST-00491,46,93.3,4565.87,Month-to-month,Mailed check,None,No internet service,No internet service,No,0,1,0,0,2025-02-12,1
CUST-00492,53,83.69,4105.4,Two year,Bank transfer,DSL,No,No internet service,No,0,0,1,2,2023-09-16,0
CUST-00493,44,52.09,2356.08,Month-to-month,Bank transfer,None,Yes,No internet service,No,1,0,1,11,2025-03-09,0
CUST-00494,7,28.4,185.56,Two year,Electronic check,None,Yes,No internet service,No,0,0,1,2,2025-01-11,0
CUST-00495,7,119.76,884.48,Two year,Credit card,None,Yes,No,No,0,0,0,0,2024-10-12,0
CUST-00496,54,87.56,4696.37,Month-to-month,Mailed check,DSL,No,No internet service,Yes,0,1,1,11,2023-11-16,1
CUST-00497,26,73.83,1821.53,Two year,Credit card,Fiber optic,No,No,Yes,0,0,1,4,2025-10-28,0
CUST-00498,50,105.04,5815.95,Two year,Credit card,Fiber optic,No,No internet service,Yes,0,1,1,0,2025-09-20,0
CUST-00499,22,35.32,764.34,Two year,Bank transfer,Fiber optic,No internet service,No,Yes,1,0,1,1,2023-06-28,0
CUST-00500,24,53.9,1439.96,One year,Mailed check,Fiber optic,Yes,No,Yes,1,1,0,11,2024-11-17,1
CUST-00501,15,102.31,1704.94,Month-to-month,Mailed check,DSL,Yes,No internet service,No,1,1,1,7,2023-05-09,1
CUST-00502,28,54.55,1338.73,Two year,Bank transfer,None,Yes,Yes,No,1,0,1,9,2024-12-29,1
CUST-00503,8,111.13,833.01,Month-to-month,Mailed check,Fiber optic,No,No internet service,Yes,0,1,1,6,2023-10-10,1
CUST-00504,17,59.23,1026.58,Month-to-month,Mailed check,Fiber optic,Yes,No,No,0,0,1,8,2024-12-25,1
CUST-00505,63,95.62,6808.9,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No,0,1,1,1,2023-07-17,0
CUST-00506,71,67.66,5230.85,Month-to-month,Bank transfer,DSL,Yes,No internet service,No,0,1,1,7,2024-09-20,0
CUST-00507,7,94.17,674.32,Two year,Credit card,Fiber optic,Yes,No internet service,Yes,1,1,0,0,2023-10-10,1
CUST-00508,47,40.11,2005.8,Month-to-month,Electronic check,DSL,No,No internet service,Yes,0,1,0,7,2024-04-12,1
CUST-00509,16,66.26,1128.44,Two year,Mailed check,DSL,No,Yes,No,0,1,0,8,2024-02-19,0
CUST-00510,56,37.27,,One year,Electronic check,None,No internet service,Yes,No,0,0,1,8,2025-05-11,0
CUST-00511,23,77.71,1754.28,Two year,Credit card,None,Yes,Yes,Yes,0,1,1,1,2025-05-21,0
CUST-00512,42,64.88,2848.22,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No,0,0,0,4,2024-10-06,0
CUST-00513,64,89.78,,Month-to-month,Electronic check,None,Yes,Yes,No,0,1,1,11,2024-01-13,0
CUST-00514,44,91.98,3820.53,Month-to-month,Electronic check,None,Yes,Yes,No,1,1,1,8,2023-02-06,0
CUST-00515,62,66.21,3938.49,Month-to-month,Mailed check,DSL,No,Yes,Yes,0,0,0,2,2025-04-14,1
CUST-00516,68,61.48,4376.34,Month-to-month,Electronic check,DSL,No internet service,No,No,1,0,0,2,2023-06-12,0
CUST-00517,57,84.21,5180.75,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,1,0,0,2,2024-08-04,1
CUST-00518,47,50.26,2091.93,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,0,1,0,10,2025-04-15,1
CUST-00519,16,103.64,1604.61,Month-to-month,Mailed check,None,No internet service,Yes,Yes,0,1,0,9,2024-01-30,1
CUST-00520,9,106.6,880.31,One year,Bank transfer,Fiber optic,Yes,Yes,Yes,0,1,1,12,2023-09-24,0
CUST-00521,32,44.26,,One year,Bank transfer,DSL,Yes,Yes,Yes,1,0,1,9,2024-04-30,0
CUST-00522,3,31.6,80.82,One year,Electronic check,DSL,No,Yes,No,0,1,1,11,2023-11-23,1
CUST-00523,72,117.09,9493.78,One year,Bank transfer,None,Yes,Yes,Yes,0,1,1,6,2023-10-26,1
CUST-00524,10,62.11,679.89,One year,Bank transfer,None,No internet service,No internet service,No,0,0,1,7,2024-11-01,1
CUST-00525,25,80.16,2165.83,Month-to-month,Bank transfer,None,No internet service,Yes,Yes,0,0,0,0,2025-09-05,0
CUST-00526,25,76.43,1811.95,Two year,Bank transfer,Fiber optic,No,Yes,Yes,0,1,0,4,2023-05-04,0
CUST-00527,54,36.25,1783.36,One year,Electronic check,DSL,No internet service,Yes,Yes,1,0,0,12,2024-07-15,1
CUST-00528,39,74.12,2520.83,Two year,Credit card,DSL,No,No internet service,No,0,1,0,5,2023-08-08,1
CUST-00529,56,54.62,,Month-to-month,Bank transfer,Fiber optic,No,No internet service,Yes,1,0,0,7,2024-04-14,1
CUST-00530,56,49.66,2994.55,Two year,Bank transfer,DSL,No internet service,Yes,Yes,0,0,0,7,2024-09-17,0
CUST-00531,55,94.78,4857.56,One year,Mailed check,Fiber optic,Yes,No internet service,No,0,0,0,7,2024-06-19,1
CUST-00532,3,113.27,360.88,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,0,0,1,7,2025-05-13,1
CUST-00533,25,109.14,3021.53,Two year,Mailed check,None,No internet service,No,No,0,1,1,3,2024-11-28,1
CUST-00534,21,73.12,1749.76,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,Yes,1,0,1,4,2023-09-16,0
CUST-00535,27,119.12,2762.78,Two year,Credit card,None,No internet service,No,No,0,0,1,3,2024-09-12,0
CUST-00536,66,99.07,7414.08,One year,Credit card,DSL,No internet service,No,Yes,1,0,0,12,2024-11-23,0
CUST-00537,56,99.45,4741.33,Month-to-month,Electronic check,None,No internet service,Yes,No,0,0,0,12,2023-04-03,1
CUST-00538,13,114.12,1592.83,One year,Bank transfer,None,No internet service,Yes,No,0,1,0,11,2024-12-21,1
CUST-00539,32,41.92,1357.8,One year,Mailed check,None,No internet service,No internet service,No,0,1,0,6,2023-01-26,0
CUST-00540,72,69.92,4993.05,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,0,1,11,2023-10-09,1
CUST-00541,68,93.36,6574.82,One year,Credit card,DSL,No internet service,No internet service,No,0,1,0,9,2025-10-17,1
CUST-00542,50,67.8,3172.11,Two year,Bank transfer,None,Yes,No,No,0,0,0,0,2023-06-10,0
CUST-00543,72,91.08,7332.5,One year,Credit card,None,Yes,Yes,No,0,1,0,5,2025-08-17,0
CUST-00544,26,77.12,2259.36,Two year,Mailed check,DSL,No,No internet service,No,0,0,0,1,2024-06-14,0
CUST-00545,27,61.83,1786.19,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,Yes,0,1,0,11,2024-04-22,1
CUST-00546,65,35.62,2262.78,One year,Credit card,Fiber optic,No internet service,No internet service,No,0,1,0,7,2025-08-06,0
CUST-00547,44,88.97,4396.75,Two year,Bank transfer,None,No internet service,No internet service,Yes,0,0,0,6,2025-06-15,0
CUST-00548,48,76.82,,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,0,0,1,1,2023-05-26,1
CUST-00549,70,60.46,4130.71,One year,Bank transfer,Fiber optic,No internet service,No,Yes,0,1,0,2,2024-06-12,0
CUST-00550,6,42.22,242.29,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No,0,1,1,2,2023-07-17,1
CUST-00551,28,108.97,3265.76,One year,Bank transfer,DSL,No internet service,No,Yes,0,1,1,4,2025-09-17,0
CUST-00552,21,57.53,1211.11,One year,Credit card,DSL,Yes,Yes,Yes,0,1,1,11,2024-03-16,0
CUST-00553,43,82.88,3662.17,One year,Electronic check,Fiber optic,Yes,No,No,0,0,1,11,2023-08-30,0
CUST-00554,70,65.89,4547.42,Two year,Bank transfer,DSL,Yes,No,Yes,0,1,0,10,2024-08-22,0
CUST-00555,68,87.64,5867.85,Month-to-month,Credit card,DSL,No,Yes,No,0,1,0,2,2023-06-01,0
CUST-00556,49,99.79,5268.26,One year,Mailed check,Fiber optic,No internet service,No internet service,Yes,0,1,0,10,2023-04-20,1
CUST-00557,34,49.63,1495.59,Month-to-month,Electronic check,None,No internet service,Yes,Yes,0,1,1,10,2024-08-16,1
CUST-00558,15,59.11,868.63,One year,Bank transfer,DSL,Yes,Yes,No,0,1,0,0,2023-04-20,0
CUST-00559,29,77.08,2003.73,Month-to-month,Electronic check,None,No internet service,No internet service,Yes,0,1,0,10,2025-01-27,0
CUST-00560,29,104.48,3473.79,Month-to-month,Credit card,Fiber optic,Yes,No internet service,Yes,1,1,1,4,2025-11-26,1
CUST-00561,35,57.56,2196.7,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,0,1,1,1,2024-11-27,0
CUST-00562,37,98.63,4010.64,One year,Electronic check,Fiber optic,No,No internet service,Yes,0,1,0,8,2024-10-29,0
CUST-00563,61,111.7,6192.44,Two year,Mailed check,None,No internet service,No internet service,Yes,0,1,0,7,2024-10-13,0
CUST-00564,18,92.48,1872.75,One year,Bank transfer,None,No,No internet service,Yes,1,1,1,9,2024-09-23,0
CUST-00565,25,36.44,864.39,One year,Electronic check,DSL,Yes,Yes,No,0,1,0,3,2024-09-16,0
CUST-00566,28,104.66,2552.71,One year,Credit card,DSL,Yes,No internet service,Yes,0,1,0,2,2024-01-20,0
CUST-00567,40,59.02,2321.08,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,1,1,0,2,2024-11-10,0
CUST-00568,7,26.52,181.38,Month-to-month,Credit card,DSL,Yes,Yes,Yes,0,0,0,0,2025-06-22,1
CUST-00569,38,53.67,1913.18,One year,Credit card,DSL,No internet service,No,No,0,1,1,0,2024-12-29,0
CUST-00570,71,32.73,2529.69,Month-to-month,Mailed check,DSL,No,No,No,1,1,0,1,2025-08-17,0
CUST-00571,16,106.85,,One year,Credit card,Fiber optic,No internet service,No,No,1,0,1,7,2025-02-24,0
CUST-00572,22,41.22,861.93,Two year,Bank transfer,Fiber optic,No,No internet service,Yes,0,0,1,5,2024-11-17,1
CUST-00573,55,108.37,6489.7,Month-to-month,Mailed check,Fiber optic,No internet service,No,Yes,0,0,0,12,2025-03-02,0
CUST-00574,20,78.62,1339.47,Month-to-month,Credit card,None,No,No internet service,Yes,1,1,0,6,2023-11-16,1
CUST-00575,17,104.77,1716.18,Two year,Bank transfer,None,No,No internet service,Yes,0,1,1,4,2023-04-01,0
CUST-00576,3,114.22,325.37,Month-to-month,Electronic check,DSL,Yes,No,Yes,0,1,0,2,2024-08-27,1
CUST-00577,6,66.2,359.2,One year,Bank transfer,None,Yes,No,No,0,0,1,4,2025-06-26,1
CUST-00578,9,87.36,736.19,Two year,Electronic check,DSL,Yes,No internet service,No,0,1,1,8,2023-04-05,1
CUST-00579,28,74.92,2248.33,Two year,Bank transfer,Fiber optic,Yes,Yes,No,0,0,0,9,2024-02-18,0
CUST-00580,36,111.25,3431.6,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,0,0,0,1,2025-04-02,0
CUST-00581,7,39.4,292.55,Two year,Credit card,None,No internet service,No internet service,No,1,0,1,2,2024-03-02,0
CUST-00582,6,118.83,703.55,Two year,Mailed check,None,Yes,No internet service,Yes,0,1,1,0,2023-02-22,1
CUST-00583,58,86.58,5248.33,Two year,Mailed check,None,No,No,Yes,0,1,0,11,2024-08-26,1
CUST-00584,19,62.08,1113.14,One year,Credit card,None,No,Yes,Yes,0,1,1,11,2023-02-23,1
CUST-00585,57,31.08,1533.35,One year,Mailed check,None,No,No internet service,No,0,0,0,1,2025-08-03,0
CUST-00586,55,73.99,3642.54,Month-to-month,Mailed check,None,No,No,No,0,1,0,7,2023-10-07,1
CUST-00587,47,73.58,2954.08,Two year,Credit card,None,No,No internet service,No,0,0,1,7,2024-02-21,0
CUST-00588,52,74.61,3347.52,One year,Bank transfer,None,No internet service,Yes,Yes,0,0,1,4,2024-10-10,0
CUST-00589,16,106.35,1834.6,Two year,Mailed check,DSL,No internet service,Yes,No,0,1,0,9,2023-01-23,1
CUST-00590,46,73.64,3825.14,Two year,Bank transfer,DSL,Yes,No,No,0,0,1,3,2023-03-23,0
CUST-00591,6,40.81,227.05,Two year,Bank transfer,Fiber optic,No,No,No,1,0,1,1,2023-06-11,1
CUST-00592,5,104.68,571.52,Month-to-month,Bank transfer,None,Yes,Yes,No,0,0,1,10,2023-11-09,1
CUST-00593,15,66.77,1101.71,One year,Electronic check,Fiber optic,No internet service,No,Yes,0,1,0,6,2023-02-20,0
CUST-00594,37,31.09,1290.05,Month-to-month,Credit card,DSL,Yes,No,Yes,0,1,0,8,2024-12-31,0
CUST-00595,30,26.43,898.16,One year,Mailed check,Fiber optic,Yes,Yes,No,0,1,1,8,2024-02-05,0
CUST-00596,18,71.21,1130.68,Month-to-month,Electronic check,DSL,No internet service,No,Yes,0,0,0,5,2024-07-26,1
CUST-00597,54,28.31,1499.46,One year,Credit card,DSL,No internet service,No,Yes,0,0,0,9,2023-04-03,0
CUST-00598,34,41.83,1390.59,Month-to-month,Mailed check,DSL,No,No internet service,Yes,0,0,0,11,2024-04-23,1
CUST-00599,66,37.04,2786.17,One year,Electronic check,DSL,Yes,No internet service,No,1,1,0,3,2025-09-04,1
CUST-00600,23,93.35,2037.31,One year,Electronic check,DSL,Yes,No,No,0,1,0,6,2025-04-06,1
CUST-00601,35,74.47,2772.09,Two year,Credit card,DSL,Yes,Yes,Yes,0,1,0,7,2024-11-06,0
CUST-00602,14,73.34,993.17,Two year,Mailed check,DSL,No internet service,No,Yes,0,0,1,6,2025-03-15,1
CUST-00603,38,32.87,1431.76,Two year,Electronic check,DSL,Yes,No internet service,Yes,0,1,0,2,2025-07-21,0
CUST-00604,1,110.01,97.42,Two year,Mailed check,DSL,No internet service,No,Yes,0,1,0,10,2025-05-11,1
CUST-00605,21,89.93,2160.43,Two year,Electronic check,Fiber optic,No,No,No,1,1,0,2,2024-06-29,0
CUST-00606,52,81.99,3738.06,One year,Bank transfer,Fiber optic,No internet service,No internet service,No,0,0,0,10,2024-06-05,0
CUST-00607,58,85.12,5506.16,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,Yes,1,0,0,6,2023-01-12,1
CUST-00608,65,70.41,4989.37,Month-to-month,Bank transfer,None,No,No internet service,Yes,0,0,0,9,2024-09-02,1
CUST-00609,45,95.63,4840.59,Two year,Credit card,DSL,Yes,Yes,No,0,1,1,4,2024-01-09,1
CUST-00610,7,113.55,809.82,Two year,Electronic check,None,Yes,No,No,1,1,1,10,2023-09-14,1
CUST-00611,40,103.46,4049.47,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,0,1,0,12,2023-08-20,0
CUST-00612,64,109.44,7045.21,Two year,Electronic check,DSL,No,No internet service,No,0,1,1,10,2025-09-10,0
CUST-00613,25,108.45,2608.33,Two year,Mailed check,Fiber optic,Yes,No internet service,Yes,0,0,0,10,2025-08-24,0
CUST-00614,61,96.4,6635.1,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,1,0,0,0,2023-09-17,0
CUST-00615,42,53.37,1991.93,One year,Bank transfer,Fiber optic,Yes,No,Yes,0,1,0,6,2024-04-17,0
CUST-00616,4,96.12,436.75,Month-to-month,Electronic check,None,No,Yes,No,0,0,0,12,2024-02-11,0
CUST-00617,64,44.44,2876.06,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,0,1,1,9,2025-11-17,1
CUST-00618,45,51.87,2319.69,One year,Credit card,None,Yes,Yes,No,0,0,0,1,2023-04-09,0
CUST-00619,28,44.96,1245.59,Two year,Bank transfer,DSL,Yes,No,No,0,1,1,12,2025-01-31,1
CUST-00620,55,68.98,3294.88,Two year,Electronic check,DSL,Yes,No,No,0,1,1,0,2023-07-09,0
CUST-00621,44,27.63,1067.6,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,0,0,0,7,2024-05-31,0
CUST-00622,63,110.73,6153.51,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,0,0,0,11,2024-07-01,1
CUST-00623,43,103.75,4419.59,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,0,0,1,9,2024-12-06,0
CUST-00624,29,104.45,3037.39,Two year,Bank transfer,None,Yes,Yes,No,0,0,1,9,2023-08-09,1
CUST-00625,12,30.33,358.59,Two year,Mailed check,None,No,No,No,0,0,0,3,2024-08-16,0
CUST-00626,45,85.45,3304.02,Month-to-month,Mailed check,DSL,No,No,Yes,0,0,1,4,2023-12-05,1
CUST-00627,1,46.65,39.71,One year,Bank transfer,DSL,No,No internet service,No,0,0,1,12,2024-07-14,0
CUST-00628,8,30.92,214.28,Two year,Mailed check,DSL,No,No internet service,Yes,0,1,0,6,2025-02-13,0
CUST-00629,50,60.16,2691.15,One year,Mailed check,Fiber optic,Yes,Yes,No,0,0,0,10,2025-06-08,1
CUST-00630,17,68.92,1005.64,One year,Credit card,DSL,No,No internet service,Yes,0,1,0,8,2023-05-05,0
CUST-00631,7,82.87,657.43,Two year,Bank transfer,None,No internet service,No internet service,Yes,0,0,0,1,2024-10-01,1
CUST-00632,39,91.37,3180.52,One year,Credit card,Fiber optic,Yes,Yes,No,0,1,0,3,2023-04-21,0
CUST-00633,28,50.21,1378.27,Month-to-month,Electronic check,None,No,No internet service,No,0,0,1,2,2024-08-13,1
CUST-00634,61,76.18,4547.43,Two year,Mailed check,Fiber optic,Yes,Yes,Yes,0,0,1,7,2024-08-14,1
CUST-00635,45,39.51,1584.73,One year,Bank transfer,None,No,No,Yes,0,0,1,9,2023-03-07,0
CUST-00636,69,118.3,7734.97,Month-to-month,Bank transfer,DSL,Yes,No,No,0,1,0,11,2024-11-27,0
CUST-00637,13,42.82,526.57,Month-to-month,Credit card,DSL,No internet service,No,Yes,0,0,0,2,2024-08-19,0
CUST-00638,53,64.54,2941.84,Two year,Mailed check,None,Yes,Yes,No,0,0,0,10,2023-06-22,1
CUST-00639,40,119.2,4550.74,Two year,Credit card,None,No internet service,Yes,No,0,0,0,1,2025-11-19,0
CUST-00640,65,96.94,6140.84,Two year,Electronic check,Fiber optic,No,No internet service,No,0,0,0,7,2025-03-25,1
CUST-00641,26,69.61,2003.81,One year,Credit card,None,Yes,No,Yes,1,1,0,10,2023-10-21,1
CUST-00642,45,87.36,4223.62,One year,Credit card,Fiber optic,No internet service,Yes,Yes,0,1,0,9,2023-12-03,1
CUST-00643,71,79.08,5431.11,One year,Mailed check,Fiber optic,No internet service,Yes,No,0,1,0,10,2024-11-10,0
CUST-00644,55,27.76,1613.84,Month-to-month,Bank transfer,None,No internet service,No internet service,Yes,0,1,0,4,2024-08-25,1
CUST-00645,38,55.5,2234.01,Month-to-month,Mailed check,DSL,No,No,No,0,1,1,8,2024-08-08,0
CUST-00646,44,76.14,3429.77,Two year,Electronic check,None,No internet service,No,Yes,0,1,1,1,2025-10-06,1
CUST-00647,25,116.59,3337.02,Month-to-month,Electronic check,Fiber optic,No,No,Yes,0,1,0,5,2024-07-08,1
CUST-00648,63,99.25,6405.56,Month-to-month,Bank transfer,None,No internet service,No,Yes,1,1,1,4,2025-09-23,1
CUST-00649,27,113.45,2687.54,Month-to-month,Mailed check,None,Yes,Yes,Yes,0,1,0,1,2025-05-25,1
CUST-00650,19,45.9,910.7,One year,Credit card,None,Yes,No,Yes,0,1,1,7,2025-06-23,1
CUST-00651,4,86.74,317.97,Two year,Mailed check,None,No internet service,No,Yes,0,0,0,1,2023-11-02,0
CUST-00652,21,35.99,705.77,One year,Electronic check,Fiber optic,No internet service,No,No,1,1,1,2,2023-02-05,0
CUST-00653,65,64.27,4491.06,Two year,Electronic check,DSL,No,No internet service,No,0,0,0,12,2024-05-30,0
CUST-00654,52,104.3,4733.48,Two year,Electronic check,Fiber optic,No internet service,Yes,Yes,0,1,0,3,2023-02-08,0
CUST-00655,28,25.95,823.1,Two year,Credit card,None,No internet service,No,Yes,1,0,1,0,2024-05-16,0
CUST-00656,25,58.36,1473.2,Month-to-month,Credit card,None,Yes,No,Yes,0,1,1,6,2024-12-06,0
CUST-00657,9,56.71,550.84,One year,Credit card,Fiber optic,No internet service,No,Yes,0,0,0,6,2025-05-21,1
CUST-00658,4,97.62,391.87,Month-to-month,Bank transfer,Fiber optic,No internet service,No internet service,Yes,0,1,0,12,2024-09-22,1
CUST-00659,47,54.99,,Two year,Electronic check,DSL,No internet service,No,No,0,0,0,2,2024-01-13,1
CUST-00660,26,103.57,2531.41,One year,Credit card,Fiber optic,No internet service,Yes,Yes,0,1,0,0,2025-12-15,0
CUST-00661,13,30.86,350.71,One year,Electronic check,Fiber optic,Yes,No,No,0,1,1,10,2024-10-17,0
CUST-00662,58,47.73,2941.32,Two year,Mailed check,Fiber optic,No internet service,Yes,No,0,0,0,2,2025-02-01,0
CUST-00663,11,45.25,456.02,Two year,Electronic check,DSL,No,Yes,No,1,0,0,0,2025-05-17,0
CUST-00664,25,46.17,1002.23,One year,Credit card,DSL,No,No,Yes,0,1,0,11,2024-01-27,1
CUST-00665,1,82.65,86.09,Two year,Credit card,None,No,No,No,0,1,0,10,2025-07-18,1
CUST-00666,13,55.19,651.04,Month-to-month,Bank transfer,DSL,No,No internet service,No,0,1,1,2,2024-08-21,0
CUST-00667,54,116.69,6794.08,Month-to-month,Mailed check,None,Yes,No internet service,No,0,0,1,9,2025-07-15,0
CUST-00668,38,112.98,3916.46,One year,Bank transfer,None,No,Yes,Yes,0,0,0,6,2024-07-13,0
CUST-00669,72,33.9,2148.28,Month-to-month,Electronic check,DSL,No,No,Yes,0,0,1,9,2024-08-18,1
CUST-00670,52,91.05,4422.02,Two year,Credit card,Fiber optic,No internet service,Yes,Yes,0,0,1,4,2023-10-17,0
CUST-00671,7,119.61,897.22,One year,Mailed check,DSL,Yes,No,Yes,0,0,1,9,2023-02-20,0
CUST-00672,8,108.56,980.5,One year,Electronic check,DSL,Yes,No,No,1,0,0,7,2025-09-10,1
CUST-00673,56,105.45,5431.3,One year,Mailed check,DSL,Yes,Yes,No,0,0,1,5,2024-02-01,1
CUST-00674,13,49.38,661.55,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,0,0,1,8,2024-11-12,0
CUST-00675,4,73.02,289.95,Month-to-month,Credit card,Fiber optic,No internet service,No,Yes,0,1,1,1,2024-04-17,1
CUST-00676,55,58.57,3043.92,One year,Credit card,DSL,No,No,No,1,0,0,4,2025-10-10,1
CUST-00677,12,116.88,1349.86,Month-to-month,Credit card,DSL,No,No,Yes,0,1,0,8,2024-07-09,0
CUST-00678,12,92.14,1133.75,One year,Credit card,DSL,No internet service,Yes,No,0,1,1,3,2025-01-15,1
CUST-00679,13,33.33,454.43,Month-to-month,Bank transfer,DSL,No internet service,No internet service,No,0,1,0,10,2025-05-16,1
CUST-00680,26,50.5,1205.32,Month-to-month,Credit card,Fiber optic,No,No,No,0,0,1,9,2025-01-25,0
CUST-00681,52,50.24,2686.16,Two year,Electronic check,None,No,No,Yes,0,0,1,12,2024-12-30,0
CUST-00682,57,100.48,6290.11,Month-to-month,Electronic check,DSL,No,Yes,Yes,1,0,0,1,2023-12-05,0
CUST-00683,14,37.2,547.7,One year,Bank transfer,DSL,No,Yes,No,0,0,0,2,2023-08-09,0
CUST-00684,35,89.2,3261.31,One year,Credit card,DSL,No,No internet service,Yes,1,0,0,4,2023-03-02,1
CUST-00685,47,43.46,1978.44,One year,Mailed check,DSL,No internet service,No internet service,No,0,0,0,5,2023-03-26,0
CUST-00686,35,111.57,3944.62,Two year,Mailed check,DSL,Yes,No internet service,No,0,0,1,12,2025-10-16,1
CUST-00687,32,101.16,3653.03,Two year,Credit card,None,No internet service,Yes,Yes,0,1,0,0,2023-12-26,0
CUST-00688,52,60.4,3389.55,One year,Electronic check,None,No,No,Yes,0,0,0,1,2024-03-04,0
CUST-00689,63,109.71,7598.44,Month-to-month,Electronic check,None,Yes,No,No,1,0,1,11,2023-12-23,1
CUST-00690,10,81.84,705.57,One year,Mailed check,Fiber optic,No,No,No,0,0,1,3,2024-02-09,1
CUST-00691,54,49.15,3001.44,Two year,Bank transfer,Fiber optic,No internet service,No,No,0,0,0,7,2025-06-20,1
CUST-00692,34,100.98,3287.4,One year,Credit card,Fiber optic,Yes,No,No,1,0,0,4,2023-08-29,0
