JobId,CandidateId,YearsExperience,EducationLevel,SkillMatchPct,InterviewScore,SalaryExpectation,ReferralSource,RemotePreference,CandidateFitScore
JOB-104,CND-00591,9.6,Bachelors,65.2,7.6,161554,Recruiter,Remote,0.8108
JOB-108,CND-00592,19.2,Masters,78.8,7.3,94035,Referral,Onsite,0.9812
JOB-108,CND-00593,12.8,PhD,92.3,7.1,44764,JobBoard,Hybrid,1
JOB-105,CND-00594,19.6,HighSchool,82.2,8.8,89737,CompanySite,Onsite,1
JOB-114,CND-00595,19.4,PhD,42.2,7.1,117914,Recruiter,Remote,0.9058
JOB-101,CND-00596,7,PhD,93.8,3.9,40851,LinkedIn,Onsite,0.6242
JOB-113,CND-00597,16.5,Bootcamp,88.4,2.8,59635,LinkedIn,Onsite,0.8491
JOB-116,CND-00598,19.3,PhD,43.8,1.5,124075,JobBoard,Onsite,0.4747
JOB-112,CND-00599,1.8,Masters,52.1,9.5,93114,Recruiter,Remote,0.8554
JOB-120,CND-00600,17,Masters,49.6,8.1,49180,JobBoard,Remote,1
JOB-116,CND-00601,8.3,HighSchool,93.3,6,135300,Referral,Hybrid,0.9377
JOB-104,CND-00602,5.1,Masters,76.4,9.5,115675,Referral,Hybrid,1
JOB-112,CND-00603,7,PhD,73.3,8.2,133606,LinkedIn,Onsite,1
JOB-104,CND-00604,5.6,HighSchool,78.6,2.8,61063,Recruiter,Remote,0.5464
JOB-111,CND-00605,14.2,Bachelors,53.3,3.6,101537,Referral,Hybrid,0.6122
JOB-101,CND-00606,9.6,Bootcamp,77.5,7.8,139774,Recruiter,Onsite,0.882
JOB-118,CND-00607,7.5,Bachelors,85,5.4,112522,LinkedIn,Onsite,0.9065
JOB-112,CND-00608,19.8,PhD,89.6,3.3,115027,Recruiter,Onsite,0.7534
JOB-101,CND-00609,18.5,Bachelors,45,5.7,86330,LinkedIn,Hybrid,0.9495
JOB-119,CND-00610,12.6,PhD,78.1,1.9,156090,LinkedIn,Hybrid,0.6854
JOB-113,CND-00611,11.2,Bachelors,70.3,6.9,150140,Referral,Remote,0.7932
JOB-106,CND-00612,4.3,Bootcamp,93.5,1.1,106581,Referral,Remote,0.6345
JOB-116,CND-00613,16.7,HighSchool,62.8,4.5,151808,Referral,Onsite,0.8717
JOB-106,CND-00614,3.2,HighSchool,89.4,2,175060,LinkedIn,Onsite,0.6556
JOB-108,CND-00615,4.8,Bachelors,70.2,4.7,151242,Recruiter,Remote,0.6648
JOB-101,CND-00616,3.8,Masters,95.8,9.9,80165,JobBoard,Hybrid,1
JOB-101,CND-00617,6.6,PhD,97.5,4,93506,LinkedIn,Remote,0.759
JOB-120,CND-00618,3.2,HighSchool,59.2,4.9,72466,CompanySite,Onsite,0.5288
JOB-108,CND-00619,1,Bootcamp,70.9,8.4,98074,Recruiter,Hybrid,0.8926
JOB-104,CND-00620,5.8,Bootcamp,77.8,8,48822,CompanySite,Onsite,0.9682
JOB-109,CND-00621,19.1,Bootcamp,40.3,5.7,110780,Referral,Remote,0.7297
JOB-106,CND-00622,8.4,Bachelors,40.2,5.8,85695,Recruiter,Hybrid,0.5948
JOB-112,CND-00623,19.7,Bachelors,47,3.8,95618,LinkedIn,Hybrid,0.7115
JOB-104,CND-00624,16.3,Bootcamp,94.9,6.7,74952,CompanySite,Remote,0.9861
JOB-103,CND-00625,18.3,HighSchool,64.4,4.6,108774,CompanySite,Hybrid,0.8881
JOB-111,CND-00626,12.8,Bachelors,46.9,2.4,100234,Referral,Onsite,0.6436
JOB-118,CND-00627,15.1,Masters,64.2,3.6,123202,CompanySite,Onsite,0.6693
JOB-105,CND-00628,19.8,Masters,58.9,9.7,179588,JobBoard,Onsite,1
JOB-108,CND-00629,17.5,PhD,41.2,1.8,127975,CompanySite,Remote,0.6753
JOB-102,CND-00630,10.5,PhD,74.3,2.7,146623,Referral,Hybrid,0.6167
JOB-105,CND-00631,16.7,HighSchool,54.3,8.6,73430,JobBoard,Remote,1
JOB-106,CND-00632,2.2,Masters,52,8.6,89245,LinkedIn,Remote,0.847
JOB-118,CND-00633,2.3,HighSchool,87.6,3.5,55680,JobBoard,Remote,0.5149
JOB-120,CND-00634,11.6,HighSchool,84,1,147724,Referral,Hybrid,0.6
JOB-104,CND-00635,1.2,Masters,94.8,6.7,133767,JobBoard,Remote,0.8892
JOB-107,CND-00636,5.6,Bootcamp,56.6,5.6,176306,JobBoard,Hybrid,0.5564
JOB-120,CND-00637,10.6,Masters,83.9,5.3,153570,Referral,Remote,0.9426
JOB-106,CND-00638,8.8,Bachelors,45.6,6.3,90406,CompanySite,Remote,0.7524
JOB-102,CND-00639,8.5,HighSchool,84.9,6.1,100769,CompanySite,Hybrid,0.7731
JOB-101,CND-00640,3.2,Bootcamp,52.4,5.7,75909,JobBoard,Onsite,0.5696
JOB-113,CND-00641,12.4,Masters,59.7,5.5,68345,JobBoard,Hybrid,0.7848
JOB-110,CND-00642,1.5,Masters,71.1,8.8,138187,LinkedIn,Onsite,0.9449
JOB-119,CND-00643,14.6,HighSchool,50.7,4.8,100295,CompanySite,Hybrid,0.7498
JOB-118,CND-00644,4.1,Masters,67,6.6,130135,Recruiter,Remote,0.6655
JOB-114,CND-00645,0.1,HighSchool,68.7,4.8,52413,Referral,Hybrid,0.7043
JOB-120,CND-00646,5.6,Bachelors,51.5,6.2,160280,JobBoard,Remote,0.772
JOB-110,CND-00647,16.2,HighSchool,53.9,1.8,107872,CompanySite,Hybrid,0.5666
JOB-110,CND-00648,5.1,Bootcamp,78,1.5,81517,JobBoard,Onsite,0.4485
JOB-116,CND-00649,10.5,Masters,90.8,7.5,102338,Referral,Remote,1
JOB-117,CND-00650,14.9,Bachelors,43.6,7.6,53390,JobBoard,Hybrid,0.8839
JOB-106,CND-00651,12.3,Bachelors,42,6.3,106940,Referral,Onsite,0.7505
JOB-105,CND-00652,11.3,Masters,72.9,5.3,145258,LinkedIn,Onsite,0.8691
JOB-114,CND-00653,1.7,Masters,56.2,6.4,46289,JobBoard,Hybrid,0.6843
JOB-114,CND-00654,12.9,HighSchool,57.8,8.8,105922,LinkedIn,Hybrid,1
JOB-115,CND-00655,13.9,PhD,40.9,9.6,136528,CompanySite,Hybrid,0.9381
JOB-102,CND-00656,7.2,HighSchool,43.9,8.1,80227,Referral,Hybrid,0.8996
JOB-108,CND-00657,9.3,Masters,54.3,9.8,91309,Recruiter,Onsite,1
JOB-113,CND-00658,16.5,HighSchool,52.7,2.3,157692,Recruiter,Onsite,0.7263
JOB-103,CND-00659,16.9,Masters,75.9,3.6,45794,LinkedIn,Remote,0.8131
JOB-108,CND-00660,0.6,HighSchool,69.6,8.1,113288,Recruiter,Remote,0.8734
JOB-113,CND-00661,6.7,PhD,96.4,2.3,108605,CompanySite,Hybrid,0.7441
JOB-118,CND-00662,3.4,Bootcamp,50.7,6.2,76474,Referral,Onsite,0.7058
JOB-110,CND-00663,6.3,Masters,84.8,7.1,139304,CompanySite,Onsite,1
JOB-120,CND-00664,13.2,HighSchool,67.5,2.3,149197,JobBoard,Remote,0.746
JOB-120,CND-00665,12.5,HighSchool,98.8,9.4,118047,Recruiter,Onsite,1
JOB-104,CND-00666,12.7,HighSchool,81.1,6.9,109849,JobBoard,Remote,0.8889
JOB-101,CND-00667,15.6,Bachelors,66.2,2.9,156529,JobBoard,Remote,0.6528
JOB-120,CND-00668,1.5,Bootcamp,83.5,5.8,138441,LinkedIn,Hybrid,0.6645
JOB-106,CND-00669,4.1,Bootcamp,92.4,1.3,75300,Recruiter,Onsite,0.4091
JOB-118,CND-00670,7.1,Bachelors,95,7.1,149155,Recruiter,Remote,0.8125
JOB-115,CND-00671,4.7,Bootcamp,85.3,1.4,133201,JobBoard,Hybrid,0.5657
JOB-113,CND-00672,5.8,HighSchool,71.4,5.5,157553,CompanySite,Onsite,0.6226
JOB-104,CND-00673,8.8,Bachelors,42.6,6.3,77306,LinkedIn,Onsite,0.6204
JOB-111,CND-00674,16.9,PhD,87.6,5.4,110770,CompanySite,Remote,0.8279
JOB-117,CND-00675,9.3,Masters,48,8.5,107687,Referral,Onsite,0.8415
JOB-108,CND-00676,17.2,HighSchool,99.7,1.4,165223,LinkedIn,Remote,0.7308
JOB-109,CND-00677,6,PhD,42.6,9.1,67726,Referral,Remote,0.8064
JOB-106,CND-00678,20,Masters,72.4,3.8,43792,CompanySite,Hybrid,0.8376
JOB-105,CND-00679,17.7,Masters,70,9.1,128598,CompanySite,Onsite,1
JOB-120,CND-00680,7.9,Bootcamp,51,9.9,65913,Referral,Hybrid,0.9465
