TransactionId,AccountId,Timestamp,Amount,MerchantCategory,TransactionHour,DistanceFromHomeKm,IsOnline,IsInternational,BalanceAfterTransaction
TXN-0000543,ACC-2805,2025-06-15 07:34:41,149.55,Travel,20,33.8,0,0,47677.45
TXN-0000544,ACC-4980,2025-01-12 14:41:38,475.02,ATM,7,44.1,0,0,10498.09
TXN-0000545,ACC-1349,2025-10-13 16:04:37,347.89,Travel,18,23.2,0,0,5431.73
TXN-0000546,ACC-2631,2025-08-18 22:14:51,103.64,Travel,8,49.2,0,0,7173.73
TXN-0000547,ACC-7727,2025-09-24 01:25:36,59.5,Gas,12,40.9,0,0,48700.84
TXN-0000548,ACC-3919,2024-07-29 05:53:20,493.95,ATM,9,7.3,1,0,4531.97
TXN-0000549,ACC-8187,2025-05-11 14:44:23,235.63,Online,18,41.5,0,0,11407.14
TXN-0000550,ACC-7553,2024-02-11 02:05:31,223.45,Grocery,7,6.6,1,0,44275.72
TXN-0000551,ACC-7062,2025-03-30 16:56:10,357.82,Travel,14,45.3,0,0,541.71
TXN-0000552,ACC-6232,2025-11-13 01:55:07,446.04,Travel,17,43.6,1,0,1920.92
TXN-0000553,ACC-9128,2024-03-07 20:19:20,11.9,Grocery,11,43.3,0,0,19358.62
TXN-0000554,ACC-8212,2024-08-03 06:00:48,64.77,Grocery,8,49.7,0,0,37860.46
TXN-0000555,ACC-3701,2025-10-07 04:16:49,145.67,Restaurant,21,19,0,0,18904.63
TXN-0000556,ACC-4198,2024-07-16 01:37:13,8263.54,Electronics,23,339,1,0,13200.95
TXN-0000557,ACC-8794,2024-01-14 05:33:26,21.17,Electronics,20,4.4,0,0,12745.34
TXN-0000558,ACC-5438,2024-07-04 09:28:06,480.88,ATM,9,30.3,0,0,30668.1
TXN-0000559,ACC-7415,2024-05-17 21:48:48,426.34,Restaurant,16,49.5,1,0,25428.22
TXN-0000560,ACC-6792,2024-08-22 01:52:05,189.28,Gas,20,45.7,0,0,26430.34
TXN-0000561,ACC-9454,2024-07-06 20:54:20,358.55,Travel,6,25.6,0,0,29631.89
TXN-0000562,ACC-5713,2025-09-13 15:13:28,20.56,Travel,9,0.7,1,0,38889.04
TXN-0000563,ACC-8956,2025-03-08 23:33:12,270.35,ATM,14,47.3,1,0,15408.51
TXN-0000564,ACC-2163,2025-05-28 04:16:04,372.83,Travel,21,12.7,0,0,42626.9
TXN-0000565,ACC-5916,2024-01-07 17:16:56,97.14,Restaurant,17,14,0,0,49297.44
TXN-0000566,ACC-2188,2024-06-17 00:32:56,38.61,Restaurant,16,28.3,0,0,28126.43
TXN-0000567,ACC-5315,2024-07-11 23:53:15,430.68,Restaurant,19,3.5,0,0,24086.48
TXN-0000568,ACC-8663,2025-03-28 06:22:58,426.34,Electronics,21,37.4,1,0,21563.96
TXN-0000569,ACC-8621,2025-05-25 06:40:25,481.29,ATM,18,38.1,1,1,49357.29
TXN-0000570,ACC-6482,2024-08-23 23:29:15,360.64,Electronics,16,23.9,0,0,28298.33
TXN-0000571,ACC-1199,2025-02-19 04:27:44,415,Grocery,17,2.8,1,0,17335.69
TXN-0000572,ACC-6688,2025-03-16 07:32:13,7652.14,Restaurant,3,517,0,0,5190.19
TXN-0000573,ACC-5465,2024-04-21 11:25:20,206.3,Grocery,18,49.5,0,0,20060.57
TXN-0000574,ACC-6469,2024-01-20 14:07:55,197.12,Online,14,20.1,0,0,36299.05
TXN-0000575,ACC-8297,2024-03-07 07:00:27,15.48,Grocery,11,3.8,1,0,16545.47
TXN-0000576,ACC-4956,2024-04-02 16:39:09,210.22,Restaurant,16,33.9,0,0,25453.26
TXN-0000577,ACC-4930,2024-08-10 12:14:57,164.89,Grocery,10,4.1,1,0,38949.24
TXN-0000578,ACC-2108,2024-08-10 17:05:37,305.38,Travel,13,41.1,0,0,45734.87
TXN-0000579,ACC-3309,2024-08-30 16:06:39,4289.92,Restaurant,4,1391,1,1,39123.31
TXN-0000580,ACC-8358,2025-01-21 10:43:51,51.46,Gas,16,2.6,1,0,47326.33
TXN-0000581,ACC-3514,2025-04-22 23:03:30,247.25,Gas,19,32,1,0,10418.4
TXN-0000582,ACC-8285,2025-02-14 21:18:11,232.57,Restaurant,6,36.5,0,0,5639.64
TXN-0000583,ACC-9238,2025-03-01 09:32:03,465.29,Grocery,14,26.5,1,0,39801.83
TXN-0000584,ACC-5010,2025-10-25 09:05:53,73.77,ATM,8,34,0,0,36710.62
TXN-0000585,ACC-7396,2025-11-18 12:23:48,169.64,Online,17,15.1,0,0,43125.23
TXN-0000586,ACC-3726,2024-04-21 11:12:58,94.63,Travel,12,9.6,1,0,28432.97
TXN-0000587,ACC-9881,2025-07-09 10:18:17,447.77,Gas,19,39,0,0,22564.46
TXN-0000588,ACC-6573,2024-01-24 15:24:47,387.33,ATM,18,28.6,0,0,2048.99
TXN-0000589,ACC-1063,2024-11-19 12:57:56,186.62,Electronics,22,13.5,0,0,47840.52
TXN-0000590,ACC-6191,2025-08-29 17:33:43,253.77,Gas,8,49.9,0,0,43976.51
TXN-0000591,ACC-1664,2024-10-12 15:43:22,330.72,Gas,7,35.7,0,0,35937.67
TXN-0000592,ACC-2436,2024-12-23 20:19:15,173.75,Restaurant,22,28.9,1,1,45652.81
TXN-0000593,ACC-3325,2024-06-19 23:10:01,343.35,Gas,8,2.9,1,0,27294.54
TXN-0000594,ACC-6608,2025-03-31 19:28:41,87.18,Grocery,9,21.8,1,0,10776.9
TXN-0000595,ACC-5888,2024-02-19 10:11:29,390.04,ATM,15,28,0,0,3979.15
TXN-0000596,ACC-6705,2024-10-12 20:47:20,108,Travel,7,41.6,0,0,21926.75
TXN-0000597,ACC-8197,2025-12-29 15:54:34,91.63,Travel,7,15.1,0,0,41980.85
TXN-0000598,ACC-4636,2025-08-11 18:05:29,239.88,ATM,16,2.4,1,0,38218.45
TXN-0000599,ACC-3320,2024-12-19 15:47:40,495.04,Travel,11,41.5,0,0,1903.24
TXN-0000600,ACC-3532,2024-09-11 08:55:00,334.05,Electronics,13,23,0,0,47285.88
TXN-0000601,ACC-9081,2024-01-07 19:37:16,378.1,ATM,21,22.6,0,0,6256.85
TXN-0000602,ACC-1201,2025-12-14 14:56:07,3563.09,Grocery,23,918,0,1,37422.37
TXN-0000603,ACC-7150,2024-02-24 13:16:08,405.12,Restaurant,6,3,0,0,38679.31
TXN-0000604,ACC-9416,2025-11-12 14:48:38,493.51,Grocery,22,2.5,0,0,21663.44
TXN-0000605,ACC-8674,2024-03-23 15:11:52,3044.33,Grocery,2,613,1,0,38635.99
TXN-0000606,ACC-5045,2025-07-05 16:40:31,129.81,Grocery,13,1.9,0,0,1974.95
TXN-0000607,ACC-1121,2025-06-17 10:49:43,252.19,Electronics,18,45.4,1,0,44093.12
TXN-0000608,ACC-4653,2025-03-29 09:39:01,331.75,Restaurant,8,26,1,0,474.8
TXN-0000609,ACC-9199,2025-09-28 00:31:39,485.89,Restaurant,9,4.9,0,0,31827.27
TXN-0000610,ACC-4432,2025-05-11 19:58:01,310.29,ATM,7,23.6,0,0,21611.27
TXN-0000611,ACC-9106,2024-06-13 07:47:03,13321.4,Restaurant,4,497,1,0,4713.72
TXN-0000612,ACC-5836,2024-05-20 16:59:35,173.21,ATM,7,0.7,1,0,38616.34
TXN-0000613,ACC-5792,2024-02-27 07:13:09,457.36,Online,10,2.3,0,0,10069.45
TXN-0000614,ACC-1732,2025-01-02 01:15:21,12594.23,Restaurant,23,843,1,1,49868.5
TXN-0000615,ACC-8137,2024-06-20 16:27:56,9.5,Electronics,7,18.7,1,0,28417.51
TXN-0000616,ACC-8772,2024-05-31 02:21:21,58.46,Online,21,45.1,1,0,16805.85
TXN-0000617,ACC-5203,2025-10-22 20:51:45,188.82,Grocery,16,40.8,1,0,9740.64
TXN-0000618,ACC-7533,2024-04-24 18:33:35,175.62,Gas,22,44.5,0,1,23846
TXN-0000619,ACC-1027,2024-02-15 11:11:34,492.33,Restaurant,17,14.8,1,0,38511.7
TXN-0000620,ACC-7388,2025-07-22 01:56:46,299.21,Restaurant,11,8.3,1,1,5169.48
TXN-0000621,ACC-1452,2025-12-08 05:17:52,446.06,Travel,12,43.1,0,0,722.86
TXN-0000622,ACC-9402,2024-08-09 13:17:37,16.84,Grocery,16,5.9,0,0,45213.41
TXN-0000623,ACC-4306,2024-05-02 22:11:54,55.25,Grocery,17,11.6,0,0,3773.92
TXN-0000624,ACC-8990,2024-01-08 02:01:08,356.35,Travel,11,41.7,0,0,8386.64
TXN-0000625,ACC-1393,2024-03-12 11:28:54,426.45,Gas,8,18.4,1,0,32671.58
TXN-0000626,ACC-4146,2024-02-28 08:48:27,357.41,Grocery,8,21.5,1,0,41440.4
TXN-0000627,ACC-6270,2025-10-20 04:01:38,13.29,Online,18,1.1,0,0,24026.94
TXN-0000628,ACC-6769,2024-10-21 18:01:44,36.06,Gas,21,37.9,0,0,40225.88
TXN-0000629,ACC-1217,2025-02-26 07:17:07,174.72,Restaurant,20,23.7,1,0,10446.33
TXN-0000630,ACC-2320,2025-09-03 14:16:41,96.54,Online,21,41.7,0,0,20424.37
TXN-0000631,ACC-8644,2025-08-05 02:57:11,365.86,ATM,17,15,1,0,41230.83
TXN-0000632,ACC-5743,2024-06-24 14:29:33,358.99,Online,12,7.2,0,0,9246.65
TXN-0000633,ACC-4423,2024-09-10 10:46:56,270.1,Online,14,9,0,0,36521.4
TXN-0000634,ACC-1462,2025-07-11 18:44:27,177.23,Grocery,9,8.3,0,0,47483.64
TXN-0000635,ACC-6749,2025-10-22 15:48:26,341.76,Travel,12,44,0,0,31110.42
TXN-0000636,ACC-4898,2024-01-31 14:54:33,401.99,Online,9,5.5,1,0,10637.17
TXN-0000637,ACC-3394,2025-09-18 01:14:09,247.66,Electronics,12,40.2,0,0,41352.53
TXN-0000638,ACC-9026,2025-11-27 02:58:52,472.9,Online,17,12,0,0,6398.1
TXN-0000639,ACC-3921,2024-09-18 14:54:44,409.96,Online,12,14,0,0,39306.12
TXN-0000640,ACC-8594,2024-04-02 01:31:24,150.49,ATM,10,8.9,0,1,7089.04
TXN-0000641,ACC-9730,2025-03-10 20:45:18,18.6,Electronics,22,5.7,0,0,17690.15
TXN-0000642,ACC-9596,2024-10-08 04:29:29,373.31,Restaurant,6,9.2,0,0,13341.9
TXN-0000643,ACC-4966,2024-08-08 13:46:31,18.16,Gas,9,10.7,1,0,23258.94
TXN-0000644,ACC-9772,2025-06-03 14:31:08,90.45,Restaurant,14,35.7,1,0,19791.4
TXN-0000645,ACC-2328,2024-10-06 04:54:38,153.85,Online,10,13.1,0,0,49732.1
TXN-0000646,ACC-7042,2024-07-19 09:03:46,324.37,Restaurant,12,13.8,0,0,18881.65
TXN-0000647,ACC-7003,2025-10-28 07:54:18,487.79,Grocery,6,21.2,0,0,48847.94
TXN-0000648,ACC-7076,2025-01-07 12:01:44,317.5,Restaurant,6,25.3,0,0,30068.41
TXN-0000649,ACC-9158,2025-07-23 02:12:16,467.04,Online,20,45.2,1,0,48745.02
TXN-0000650,ACC-1288,2024-04-24 01:46:15,252.43,Gas,18,11.9,0,0,8913.25
TXN-0000651,ACC-8876,2025-01-25 05:41:02,487.02,Restaurant,17,36.8,0,0,12885.23
TXN-0000652,ACC-6144,2024-12-08 15:23:08,464.13,Gas,17,29.4,1,0,18499.26
TXN-0000653,ACC-5615,2024-12-24 14:36:00,220.51,Travel,18,26.1,0,0,48729.32
TXN-0000654,ACC-5854,2025-04-21 19:05:10,371.73,Restaurant,17,42.5,1,0,3639.64
TXN-0000655,ACC-5706,2024-02-25 06:21:19,369.87,Online,11,21.8,0,0,9138.58
TXN-0000656,ACC-5035,2025-04-12 14:43:45,22.51,Online,13,48.7,0,0,37062.56
TXN-0000657,ACC-1119,2025-04-06 17:08:21,218.6,Electronics,7,12.5,0,0,49572.42
TXN-0000658,ACC-9325,2025-02-20 02:05:43,370.53,Grocery,20,44.5,1,1,39035.29
TXN-0000659,ACC-1254,2025-11-19 02:57:45,276.64,Gas,22,28.5,0,1,32357.17
TXN-0000660,ACC-8031,2024-12-31 03:19:30,162.43,Travel,7,34.5,0,0,18678.08
TXN-0000661,ACC-5978,2024-01-17 01:55:28,255.39,ATM,22,18.8,0,0,41116.75
TXN-0000662,ACC-5982,2025-07-31 20:04:28,231.14,ATM,10,35.8,0,0,10983.55
TXN-0000663,ACC-6230,2024-03-01 18:29:25,188.85,ATM,18,28.7,1,0,35241.48
TXN-0000664,ACC-9633,2024-02-25 03:31:27,335.49,Online,17,17.8,1,1,38246.78
TXN-0000665,ACC-8445,2024-09-19 17:41:54,491.74,Gas,14,14.7,0,0,30862.52
TXN-0000666,ACC-5998,2025-12-22 02:17:45,471.1,Gas,18,48.1,0,0,18918.06
TXN-0000667,ACC-8455,2024-08-28 05:43:43,350.71,Online,16,16.3,0,0,42675.33
TXN-0000668,ACC-6533,2025-11-28 00:22:16,23.21,Grocery,21,42.3,1,0,31082.14
TXN-0000669,ACC-8223,2025-09-17 23:48:26,130.09,Gas,10,34.1,1,0,3987.08
TXN-0000670,ACC-4088,2025-04-04 21:05:37,246.39,Electronics,7,45.6,0,0,21391.35
TXN-0000671,ACC-5907,2024-04-12 11:11:29,401.62,Travel,19,35.1,1,0,22079.71
TXN-0000672,ACC-8953,2024-04-25 06:35:36,258.06,Gas,13,13.2,0,0,46016.21
TXN-0000673,ACC-1267,2024-09-25 00:08:17,13616.36,Grocery,3,640,0,0,40416.56
TXN-0000674,ACC-7608,2024-03-07 05:30:34,198.34,Restaurant,12,4.5,0,1,25768.08
TXN-0000675,ACC-3133,2025-03-24 05:52:26,112.66,Online,7,11.5,0,0,28574.11
TXN-0000676,ACC-3481,2025-04-30 21:22:32,415.54,Grocery,8,38.9,0,0,23793.48
TXN-0000677,ACC-4971,2024-12-09 13:55:41,166.58,Grocery,19,22.6,0,0,14994.06
TXN-0000678,ACC-9806,2024-04-05 13:29:36,360.71,Restaurant,13,8.1,0,0,44085.09
TXN-0000679,ACC-3692,2024-04-27 02:06:49,286.73,Gas,6,15,0,0,16945.48
TXN-0000680,ACC-3903,2025-12-13 16:03:39,371.57,ATM,15,48.8,0,0,18662.28
TXN-0000681,ACC-4303,2024-11-08 19:49:19,166.19,Grocery,10,24.8,1,0,40448.93
TXN-0000682,ACC-5051,2025-11-19 02:18:24,83.41,Grocery,15,22.4,0,0,24938.31
TXN-0000683,ACC-9217,2025-05-10 02:50:21,464.87,Online,6,29.7,1,0,31556.34
TXN-0000684,ACC-2783,2025-01-09 05:52:34,135.54,Online,21,14.3,0,0,31998.52
TXN-0000685,ACC-5694,2025-07-30 21:42:45,256.49,Electronics,14,2.3,0,0,14534.91
TXN-0000686,ACC-8002,2025-01-26 20:32:52,458.65,Travel,16,46.6,1,0,30814.44
TXN-0000687,ACC-8717,2024-11-18 01:32:35,15.18,Electronics,14,14.9,0,0,21407.1
TXN-0000688,ACC-7376,2025-07-05 07:27:57,436.83,Grocery,18,48.2,1,0,30630.47
TXN-0000689,ACC-1237,2025-12-04 00:17:34,454.91,Online,7,49.6,0,0,40937.83
TXN-0000690,ACC-1495,2025-10-03 19:09:07,62.27,Online,10,34.6,1,0,2704.83
TXN-0000691,ACC-4957,2024-02-11 14:01:20,448.9,Grocery,7,41.1,1,0,33775.26
TXN-0000692,ACC-1918,2024-08-06 20:09:42,269.21,ATM,22,29.7,0,0,5428.7
TXN-0000693,ACC-9651,2024-06-09 01:43:41,63.82,ATM,22,15.3,0,0,49682.15
TXN-0000694,ACC-5665,2025-02-22 10:12:47,224.96,Travel,22,27.6,1,0,24879.73
TXN-0000695,ACC-9039,2025-04-16 00:59:29,9439.6,Online,23,1699,1,1,10059.15
TXN-0000696,ACC-8215,2024-03-15 11:10:01,447.96,Electronics,12,18.7,0,0,39541.7
TXN-0000697,ACC-2830,2024-07-06 18:50:44,355.43,Grocery,19,13.9,0,0,18061.22
TXN-0000698,ACC-3616,2024-09-04 14:40:29,108.56,Grocery,14,19.9,0,0,41630.08
TXN-0000699,ACC-5509,2025-06-28 06:25:00,296.51,Travel,22,26.4,0,0,33827.58
TXN-0000700,ACC-1809,2025-10-24 05:07:38,112.43,Gas,21,18.6,0,0,12059.4
TXN-0000701,ACC-4926,2025-08-27 09:48:57,3208.38,Gas,3,255,0,0,28895.39
TXN-0000702,ACC-8066,2024-06-11 00:03:22,112.4,Grocery,13,29.3,0,0,28799.65
TXN-0000703,ACC-1288,2025-08-04 11:47:21,166.78,Grocery,22,6.3,1,1,31379.29
TXN-0000704,ACC-6581,2024-04-12 01:18:21,304.43,Electronics,9,34.1,1,0,22859.84
TXN-0000705,ACC-8712,2025-11-07 10:35:08,11903.32,Gas,3,1403,1,1,41140.08
TXN-0000706,ACC-3607,2024-04-18 12:44:33,475.33,Online,16,30.2,0,0,39274.81
TXN-0000707,ACC-6918,2025-11-21 05:14:10,9293.06,Electronics,23,1416,1,1,5822.5
TXN-0000708,ACC-7323,2025-01-21 11:06:37,14.36,Travel,6,20.5,1,0,27902.26
TXN-0000709,ACC-5586,2025-06-12 15:53:14,302.82,Grocery,12,38.4,0,1,32502.31
TXN-0000710,ACC-7911,2025-01-22 20:29:59,218.07,Electronics,19,41.2,1,0,34278.39
TXN-0000711,ACC-3488,2024-01-26 16:18:46,366.9,Travel,12,5,1,0,8350.43
TXN-0000712,ACC-6495,2024-04-21 07:44:54,200.55,ATM,12,45.5,0,0,37958.07
TXN-0000713,ACC-3872,2024-07-26 18:42:42,479.19,Travel,11,10.6,1,0,28620.12
TXN-0000714,ACC-6980,2025-04-14 10:57:39,93.21,Travel,22,9.1,1,0,47446.82
TXN-0000715,ACC-8465,2024-06-07 17:35:23,442.06,Gas,12,44,0,1,29436.96
TXN-0000716,ACC-2999,2024-04-04 14:24:51,470.71,Travel,13,43.3,0,0,31181.63
TXN-0000717,ACC-9044,2025-09-28 10:36:26,14.13,Restaurant,12,4.5,1,0,16596.83
TXN-0000718,ACC-7893,2025-12-17 17:21:36,383.66,Travel,9,22.8,0,0,22923.26
TXN-0000719,ACC-5803,2025-12-20 01:04:25,286.97,Electronics,16,6.1,0,0,24662.53
TXN-0000720,ACC-8892,2025-03-04 04:49:27,240.06,ATM,19,30.9,0,0,9536.17
TXN-0000721,ACC-3080,2025-06-28 07:19:16,9.34,Travel,6,33.3,0,0,46358.55
TXN-0000722,ACC-9936,2024-02-06 02:07:44,494.37,Grocery,17,41.7,1,0,37949.34
TXN-0000723,ACC-7878,2025-09-23 02:47:31,336.32,Grocery,21,10.2,1,0,8918
TXN-0000724,ACC-4871,2024-10-15 15:39:44,53.11,Grocery,7,37.5,1,0,14293.12
TXN-0000725,ACC-8014,2024-06-11 15:57:36,14903.14,Gas,3,995,1,1,19742.57
TXN-0000726,ACC-8826,2025-04-28 00:37:24,8550.3,Grocery,23,919,1,0,26521.29
TXN-0000727,ACC-9695,2024-03-28 02:24:42,371.08,Grocery,6,14.6,0,0,37421.31
TXN-0000728,ACC-1367,2024-01-08 01:25:14,36.76,Restaurant,15,2.5,0,0,252.1
TXN-0000729,ACC-7552,2025-03-06 07:23:33,478.25,Gas,6,0.6,1,0,9931.18
TXN-0000730,ACC-6380,2024-01-09 23:58:43,422.77,Travel,16,27.6,1,0,9250.29
TXN-0000731,ACC-7238,2025-10-29 03:37:07,13.77,Online,12,29.5,0,0,6641.05
TXN-0000732,ACC-5179,2025-02-05 08:24:34,176.95,Gas,7,49.6,0,0,14303.92
TXN-0000733,ACC-6118,2025-05-11 16:54:34,53.35,Electronics,20,23.6,0,0,-321.94
TXN-0000734,ACC-1935,2024-10-25 10:57:35,446.9,Restaurant,15,25.6,0,0,10165.2
TXN-0000735,ACC-6918,2025-10-18 16:52:10,348.34,Grocery,20,36.2,0,0,25664.4
TXN-0000736,ACC-9736,2025-01-08 06:01:25,170.69,Grocery,22,25.6,1,0,11551.17
TXN-0000737,ACC-8128,2024-06-11 22:31:28,225.41,Grocery,16,47.4,0,0,46942.02
TXN-0000738,ACC-4854,2025-12-20 14:10:29,217.39,Gas,21,29,0,0,17185.45
TXN-0000739,ACC-5984,2025-08-15 18:14:19,270.09,Online,15,32.6,0,0,45824.66
TXN-0000740,ACC-9600,2025-02-17 18:36:51,463.96,Travel,7,11.2,1,0,11059.05
TXN-0000741,ACC-1913,2025-06-28 02:45:49,368.75,Restaurant,19,37.1,0,0,42299.25
TXN-0000742,ACC-4166,2024-09-21 12:12:26,44.04,Electronics,8,3.2,0,0,33003.87
TXN-0000743,ACC-4225,2024-08-23 00:39:08,423.4,Electronics,21,29.6,1,1,29659
TXN-0000744,ACC-5879,2024-07-07 11:42:13,76.75,Travel,8,3.6,0,0,12513.14
TXN-0000745,ACC-1872,2024-11-01 12:51:27,101.35,Electronics,16,38.9,0,0,7078.89
TXN-0000746,ACC-8183,2024-05-14 03:11:09,123.7,Travel,11,7.1,0,0,859.21
TXN-0000747,ACC-6869,2025-01-03 09:13:49,61.07,Restaurant,13,12.9,0,0,28677.33
TXN-0000748,ACC-1313,2025-07-06 15:42:49,327.98,Electronics,9,29.7,1,0,41772.79
TXN-0000749,ACC-4187,2025-05-06 12:26:05,328.58,Online,12,41,0,0,25662.33
TXN-0000750,ACC-8702,2025-12-04 06:18:14,439.3,Electronics,21,1,1,0,18445.28
TXN-0000751,ACC-7545,2024-04-10 16:18:31,321.73,Grocery,20,12,0,0,29909.23
TXN-0000752,ACC-3642,2024-03-13 05:14:24,304.4,ATM,13,27.6,0,0,41980.15
TXN-0000753,ACC-8131,2025-09-28 05:28:08,377.92,ATM,6,42.3,1,0,4497.78
TXN-0000754,ACC-6671,2024-03-27 20:57:35,451.76,Grocery,8,38.3,0,0,48360.77
TXN-0000755,ACC-7140,2024-07-14 21:11:47,406.17,Gas,14,33.8,0,0,37705.02
TXN-0000756,ACC-9265,2025-07-22 23:09:53,68.91,Gas,15,23.6,0,0,18063.35
TXN-0000757,ACC-3204,2025-12-15 15:06:04,250.29,Online,7,46.9,1,0,29039.07
TXN-0000758,ACC-7757,2024-05-04 08:02:45,226.75,Gas,14,25.7,0,0,35292.73
TXN-0000759,ACC-9759,2025-02-18 02:40:11,370.14,ATM,21,35.7,0,0,834.66
TXN-0000760,ACC-7819,2025-01-24 09:46:19,322.07,Gas,13,45.1,1,0,8772.25
TXN-0000761,ACC-8503,2025-02-01 08:37:10,77.45,Electronics,22,35.2,1,0,29205.26
TXN-0000762,ACC-5924,2024-12-13 03:33:48,197.22,Travel,12,24.2,0,0,36030.03
TXN-0000763,ACC-5322,2024-02-16 10:48:52,314.5,Online,21,49.7,1,0,41006.2
TXN-0000764,ACC-7990,2024-01-15 21:22:11,444.08,Restaurant,22,11.7,1,0,41610.43
TXN-0000765,ACC-2650,2025-10-05 01:37:38,408.26,Online,8,3.6,0,0,2365.02
TXN-0000766,ACC-7194,2024-09-11 20:24:14,43.84,Gas,15,4.6,1,0,44908.64
TXN-0000767,ACC-8769,2024-01-24 01:27:30,238.24,Online,16,24.5,0,0,38348.84
TXN-0000768,ACC-5964,2024-11-27 03:13:23,392.5,Online,17,9.6,0,0,10516.12
TXN-0000769,ACC-5927,2025-08-28 10:55:58,473.75,Travel,18,0.9,1,0,16431.79
TXN-0000770,ACC-3269,2025-02-11 00:31:41,330.41,Gas,7,22.7,1,0,24471.49
TXN-0000771,ACC-3629,2025-11-24 04:40:29,341.75,Online,18,16.2,0,0,20754.89
TXN-0000772,ACC-5047,2025-03-09 04:28:35,439.75,Travel,7,22.5,1,0,21448.21
TXN-0000773,ACC-7093,2025-06-02 14:56:51,369.65,Online,11,5.6,0,0,45019.24
TXN-0000774,ACC-8058,2025-09-19 00:15:43,489.85,Travel,14,26.4,1,0,28771.16
TXN-0000775,ACC-7048,2024-12-26 01:49:45,2753.95,Travel,2,1003,0,0,30572.55
TXN-0000776,ACC-2091,2025-08-08 10:12:27,186.64,ATM,21,11.2,0,0,47648.77
TXN-0000777,ACC-5220,2025-08-24 13:51:11,472.97,Electronics,11,7,1,0,45025.3
TXN-0000778,ACC-7865,2024-02-10 05:07:35,364.25,Online,10,28.8,0,0,1060.35
TXN-0000779,ACC-2779,2025-11-03 21:32:51,110.98,Travel,11,1.4,0,0,16245.75
TXN-0000780,ACC-4564,2024-01-31 11:58:16,306.35,ATM,18,2.6,0,0,25460.03
TXN-0000781,ACC-6877,2024-02-15 05:11:53,465.01,ATM,11,28.9,0,0,24888.62
TXN-0000782,ACC-9171,2024-12-01 10:31:55,382.09,Electronics,21,42.1,0,0,43334.1
TXN-0000783,ACC-8432,2025-08-21 20:05:35,66.15,Gas,11,41.4,0,0,27148.4
TXN-0000784,ACC-6583,2025-03-12 23:55:39,22.02,Grocery,21,3.3,1,0,16850.69
TXN-0000785,ACC-3491,2024-03-18 01:33:08,34.1,Electronics,15,25,1,0,1281.69
TXN-0000786,ACC-4955,2025-10-20 16:30:30,187.39,Restaurant,19,15.9,1,0,16042.69
TXN-0000787,ACC-9686,2025-12-30 11:56:43,422.86,Gas,19,40.7,1,0,22550.98
TXN-0000788,ACC-9347,2024-12-08 01:20:34,325.93,Travel,21,23.7,0,0,44052.16
TXN-0000789,ACC-4708,2025-08-25 10:24:42,13.53,Electronics,20,16.4,0,0,5997.03
TXN-0000790,ACC-9140,2024-05-05 04:51:07,53.63,Online,7,40.1,0,0,18098.75
TXN-0000791,ACC-4119,2024-07-03 07:01:16,494.01,Grocery,19,47.3,0,0,20889.93
TXN-0000792,ACC-1524,2024-07-23 02:49:27,365.14,Gas,6,46.3,0,1,21339.89
TXN-0000793,ACC-2022,2024-03-16 12:58:30,481.28,ATM,18,10.8,0,0,42723.51
TXN-0000794,ACC-4772,2025-12-11 02:14:46,352.85,Gas,20,27.2,0,0,16224.44
TXN-0000795,ACC-7121,2025-08-17 16:02:13,250.77,Grocery,18,42.8,1,0,14871.69
TXN-0000796,ACC-4944,2024-04-14 13:26:13,123.06,Online,19,25.6,0,0,8676.25
TXN-0000797,ACC-5144,2024-07-26 01:12:31,248.57,Online,10,21.8,0,0,28754.4
TXN-0000798,ACC-8704,2025-08-11 09:07:55,182.43,Grocery,8,23.2,0,0,4177.56
TXN-0000799,ACC-5212,2024-07-07 05:14:16,420.18,Grocery,20,38.4,0,0,39754.26
TXN-0000800,ACC-4423,2025-06-22 19:19:28,204.66,Electronics,11,46.9,0,0,42794.36
TXN-0000801,ACC-1666,2025-04-05 10:05:48,41.45,Grocery,19,3,1,0,5521.52
TXN-0000802,ACC-5272,2024-07-26 23:12:32,204.2,Electronics,22,35.3,0,0,3779.62
TXN-0000803,ACC-2706,2025-06-28 02:23:54,240.06,Electronics,20,35.5,1,0,44825.16
TXN-0000804,ACC-3765,2024-05-26 11:43:48,47.47,Electronics,12,22.2,0,0,1360.72
TXN-0000805,ACC-9612,2024-09-27 17:38:16,374.23,Restaurant,13,25.9,0,0,40482.62
TXN-0000806,ACC-3362,2024-05-17 15:37:41,452.46,Electronics,8,19.3,1,0,19110.36
TXN-0000807,ACC-9416,2025-07-04 22:00:13,108.58,ATM,7,47,1,0,3356.84
TXN-0000808,ACC-4631,2025-10-27 21:54:21,252.54,Grocery,12,2.5,1,0,8466.53
TXN-0000809,ACC-9782,2024-11-28 13:42:44,150.7,Electronics,7,25.2,1,0,9745.39
TXN-0000810,ACC-8224,2024-02-09 18:42:15,361.87,Online,18,23.1,0,0,27647.49
TXN-0000811,ACC-5456,2025-04-04 06:21:18,357.89,Gas,9,14.2,1,0,28421.2
TXN-0000812,ACC-4271,2025-05-06 20:23:12,134.72,Gas,22,26.2,0,0,5532.02
TXN-0000813,ACC-3655,2024-09-14 19:41:10,80.25,ATM,20,10.6,1,0,5887.59
TXN-0000814,ACC-1833,2025-08-09 11:14:33,10.39,Grocery,17,2.3,1,0,6283.46
