EventId,Timestamp,SourcePort,DestPort,Protocol,BytesSent,BytesReceived,DurationSeconds,FailedLogins,PacketCount,IsInternalIP,ServiceType
NET-0000536,2025-07-27 00:30:16,52433,3389,UDP,37315,35752,3395.41,0,3466,1,DNS
NET-0000537,2024-06-30 18:27:12,32847,12961,TCP,32020,21238,2046.16,2,31,1,SMTP
NET-0000538,2025-08-31 07:54:01,60711,22,TCP,24725,42947,400.8,2,2708,1,HTTPS
NET-0000539,2025-06-06 00:17:11,53294,80,TCP,33067,29027,3394.71,2,4655,1,HTTP
NET-0000540,2024-12-17 21:47:25,58641,22,UDP,36331,30484,3148.63,1,284,1,HTTPS
NET-0000541,2024-07-06 02:22:13,16258,3389,ICMP,13564,5990,2811.92,0,4256,1,FTP
NET-0000542,2025-11-16 05:13:21,25932,9772,UDP,15943,7751,1739.17,0,1315,0,Other
NET-0000543,2024-03-26 03:24:06,8638,8080,ICMP,14567,34104,3211.77,0,2491,0,SSH
NET-0000544,2025-02-15 15:02:09,33063,3389,ICMP,23826,1591,1670.89,1,508,1,DNS
NET-0000545,2025-12-09 08:34:08,62533,64157,TCP,2203,10814,268.94,1,916,0,HTTPS
NET-0000546,2025-07-20 04:04:56,53253,8080,TCP,30084,28221,1607.01,1,1506,0,FTP
NET-0000547,2025-08-13 04:14:07,57297,443,TCP,46324,26948,2078.27,0,174,1,Other
NET-0000548,2024-09-22 01:00:55,48402,36980,ICMP,22476,11126,413.21,1,1336,1,DNS
NET-0000549,2025-09-29 11:55:35,20823,8080,UDP,41545,36673,161.03,1,3319,1,HTTP
NET-0000550,2025-08-20 14:38:29,63693,8080,ICMP,1860,761,3529.14,1,987,1,Other
NET-0000551,2025-11-20 09:55:59,48177,443,TCP,36632,3129,2398.61,0,1574,1,SMTP
NET-0000552,2025-05-08 11:50:51,60024,3389,ICMP,40109,9773,2525.3,1,1693,1,FTP
NET-0000553,2025-09-20 10:28:25,55555,22,UDP,4999000,390,2856.87,44,324291,1,SSH
NET-0000554,2024-12-04 13:02:03,2876,80,UDP,49055,20393,3117.82,2,605,0,FTP
NET-0000555,2024-08-07 04:48:16,50993,3389,ICMP,42284,15034,3007.84,0,3889,1,Other
NET-0000556,2025-07-05 22:36:45,46552,18622,TCP,1018,44108,1618.7,1,1565,1,HTTPS
NET-0000557,2024-02-18 21:54:47,64739,33985,ICMP,18907,26157,797.55,0,2873,1,SMTP
NET-0000558,2024-11-09 08:18:06,63366,3389,ICMP,17739,48456,702.26,2,803,1,FTP
NET-0000559,2024-04-03 21:02:06,35320,22,TCP,46435,42528,2642.23,0,3559,1,Other
NET-0000560,2024-02-07 23:41:35,53748,8080,UDP,42500,22674,647.19,0,3036,1,SMTP
NET-0000561,2024-06-08 08:49:05,15678,80,UDP,41875,9208,1689.26,0,2684,0,HTTPS
NET-0000562,2025-01-18 18:39:51,60779,443,UDP,21521,11592,2182.5,0,4279,0,SMTP
NET-0000563,2025-04-10 00:24:31,42164,8080,TCP,5001,25223,2551.45,2,4623,1,HTTP
NET-0000564,2025-10-13 00:42:27,43000,37921,TCP,7371,31419,3387.38,1,3085,0,SSH
NET-0000565,2024-03-23 01:00:35,38968,8080,ICMP,377,27293,1206.08,2,1162,1,DNS
NET-0000566,2024-12-31 22:17:39,48322,3389,TCP,25101,19229,1787.2,0,492,1,HTTP
NET-0000567,2025-08-31 05:09:10,6478,17926,UDP,15827,28063,169.4,0,3345,0,SMTP
NET-0000568,2025-07-05 02:32:32,43950,8569,TCP,2177,25700,1709.58,0,859,0,HTTPS
NET-0000569,2025-10-07 16:29:56,51965,22,UDP,23406,34373,662.75,1,70,1,HTTP
NET-0000570,2025-03-08 11:02:12,48990,443,UDP,39267,15437,2003.17,2,713,1,FTP
NET-0000571,2024-04-19 12:20:15,51003,3389,ICMP,37440,44878,1494.8,0,444,0,HTTPS
NET-0000572,2024-10-24 16:45:22,38852,3389,ICMP,21273,27372,827.64,0,2589,1,HTTPS
NET-0000573,2024-08-03 15:24:11,54667,22,TCP,43032,26163,3050.92,2,799,0,FTP
NET-0000574,2024-10-12 20:38:47,53951,443,UDP,41030,31212,1225.55,1,470,1,SMTP
NET-0000575,2024-04-29 05:48:05,48819,3389,UDP,27852,18515,1509.22,0,169,1,SSH
NET-0000576,2024-02-05 23:55:44,48036,3389,UDP,26500,17983,3414.49,0,3054,1,SMTP
NET-0000577,2025-04-01 18:01:35,46759,3389,ICMP,2683,24995,3401.42,1,1583,1,HTTPS
NET-0000578,2025-07-01 21:38:59,39460,40465,TCP,34404,40282,2504.75,2,4900,1,SMTP
NET-0000579,2024-04-03 12:25:51,24421,8080,TCP,2128,6485,519.02,2,2151,0,DNS
NET-0000580,2024-09-27 07:51:51,47648,3389,ICMP,1948,17713,3546.89,0,15,1,HTTPS
NET-0000581,2024-10-23 09:19:08,48366,22,UDP,6898,14029,19.48,0,155,1,SSH
NET-0000582,2025-11-13 21:43:15,18457,443,TCP,1110306,399,2974.25,29,57944,1,FTP
NET-0000583,2024-01-06 16:22:00,36251,35337,UDP,6352,48643,890.41,0,1436,0,HTTP
NET-0000584,2024-11-10 15:31:52,31930,8080,ICMP,18076,24660,1114.11,2,3567,1,DNS
NET-0000585,2024-08-04 09:59:26,36840,22,ICMP,22426,39602,2704.5,1,623,1,SSH
NET-0000586,2025-05-31 10:17:30,5820,8080,ICMP,33142,38120,816.79,2,1649,1,FTP
NET-0000587,2024-04-24 19:41:50,51179,80,ICMP,10229,4839,2768.47,2,3180,0,FTP
NET-0000588,2025-08-11 00:09:35,28053,80,ICMP,49722,35770,493.77,1,3866,0,SMTP
NET-0000589,2025-05-16 07:23:36,27321,3389,TCP,20542,9229,2916.42,1,1059,1,HTTP
NET-0000590,2025-07-26 16:15:01,46497,443,TCP,9427,19688,2727.14,1,1129,1,DNS
NET-0000591,2024-10-19 07:42:11,21101,22,UDP,24971,49892,3171.58,1,1296,1,SMTP
NET-0000592,2025-03-11 23:37:15,37240,22,TCP,43520,46582,994.55,2,946,1,HTTP
NET-0000593,2025-12-09 22:52:48,10437,8080,UDP,22465,27221,3459.81,2,1025,1,HTTPS
NET-0000594,2024-12-05 08:22:10,54496,31443,UDP,16412,38977,2170.62,1,3511,1,Other
NET-0000595,2024-11-09 00:09:13,5547,22,TCP,5856,8695,2105.8,2,4836,1,SSH
NET-0000596,2025-12-03 11:14:30,41515,8080,ICMP,1174,37230,33.91,0,4957,1,DNS
NET-0000597,2024-06-27 05:17:02,3288,8080,ICMP,27364,28262,224.06,2,3783,1,FTP
NET-0000598,2025-10-17 02:38:11,21363,80,ICMP,7493,44373,1196.11,0,3632,0,FTP
NET-0000599,2024-05-11 00:51:09,19281,22,TCP,2027303,441,3580.37,30,383445,1,SMTP
NET-0000600,2024-12-20 00:56:48,13743,3389,TCP,4793,15119,3486.95,2,4089,1,HTTP
NET-0000601,2025-01-08 22:54:17,41969,40474,ICMP,23303,28629,2320.85,0,4226,1,Other
NET-0000602,2024-05-21 06:55:08,53540,3389,ICMP,2087,7889,1948.73,1,2871,0,DNS
NET-0000603,2025-04-14 08:29:52,5629,443,TCP,8126,22173,978.16,0,3072,0,DNS
NET-0000604,2024-08-24 10:11:43,39477,8080,TCP,7218,38553,1678.79,2,1082,1,HTTPS
NET-0000605,2025-11-13 03:10:58,1215,46749,UDP,23250,16693,1246.13,0,734,1,HTTP
NET-0000606,2024-01-07 13:21:22,36958,443,ICMP,5628,13826,250.76,2,4820,1,HTTP
NET-0000607,2025-03-11 08:46:00,15967,22,TCP,41293,13458,1194.78,0,4246,1,Other
NET-0000608,2025-11-11 06:00:38,46489,8080,ICMP,13891,40935,3554.36,1,1583,1,FTP
NET-0000609,2024-01-26 21:39:28,28839,8080,TCP,18793,1007,3216.33,2,432,1,SSH
NET-0000610,2025-03-26 21:27:16,35249,22,UDP,24750,44899,1868.9,2,3591,1,HTTP
NET-0000611,2024-12-22 21:52:26,21685,443,ICMP,45619,847,733.03,0,377,1,SSH
NET-0000612,2024-09-30 16:00:31,47520,3389,ICMP,38152,11024,936.85,0,4016,1,HTTPS
NET-0000613,2024-12-04 18:17:33,54621,443,UDP,22144,29357,354.14,2,2043,1,SSH
NET-0000614,2025-04-20 07:45:27,46955,3389,TCP,45394,3296,2186.95,2,2698,1,SSH
NET-0000615,2024-03-19 10:37:35,26775,6550,TCP,19390,22569,2630.05,0,3962,1,SMTP
NET-0000616,2024-03-01 03:14:44,44060,8080,ICMP,3340312,196,2883.25,30,243128,1,DNS
NET-0000617,2025-05-15 13:50:51,25384,8080,ICMP,6339,47185,1934.91,1,1927,0,Other
NET-0000618,2025-05-07 21:48:11,11227,8080,TCP,32297,41344,2479.14,0,749,1,SMTP
NET-0000619,2024-03-25 06:01:36,4816,3389,TCP,30052,16305,440.38,2,3511,1,HTTP
NET-0000620,2025-04-14 04:49:15,25020,8080,TCP,6430,43388,1700.47,1,4538,1,SMTP
NET-0000621,2024-02-09 02:04:44,47260,3389,ICMP,5417,32636,1883.26,1,4890,1,HTTP
NET-0000622,2024-09-15 05:13:23,54081,53673,TCP,28525,21993,332.35,2,3240,1,HTTPS
NET-0000623,2024-03-13 23:51:27,41311,22,UDP,3021,11132,2659.66,1,4543,1,SMTP
NET-0000624,2025-04-25 15:09:33,44951,8080,TCP,2848,44056,520.03,2,526,0,DNS
NET-0000625,2024-03-24 17:32:32,45332,443,ICMP,2269,40241,1455.6,2,4088,0,HTTPS
NET-0000626,2024-10-25 20:00:27,35353,43370,ICMP,32675,40104,2111.67,2,2419,1,DNS
NET-0000627,2024-08-21 22:38:19,42950,23968,TCP,24276,27473,319.25,2,4318,0,DNS
NET-0000628,2025-05-18 02:10:30,31539,8080,TCP,44850,20927,2215.85,1,2231,0,HTTPS
NET-0000629,2024-02-19 08:23:24,4297,22,UDP,13200,1856,1746.82,2,651,1,Other
NET-0000630,2025-02-14 11:41:23,50056,443,TCP,45128,42648,174.72,2,3870,1,Other
NET-0000631,2025-01-23 16:46:03,25477,31117,TCP,30788,42981,2729.24,1,3095,1,HTTPS
NET-0000632,2024-08-19 17:06:55,5416,443,ICMP,46672,18353,2682.36,0,1216,0,HTTP
NET-0000633,2024-11-05 08:09:33,50195,8080,ICMP,41159,8609,247.91,2,3162,1,Other
NET-0000634,2025-09-19 17:29:01,52124,3389,TCP,19454,35415,195.2,0,40,1,SMTP
NET-0000635,2024-11-30 12:11:13,53932,8080,TCP,48371,22615,1463.57,0,3877,1,SMTP
NET-0000636,2025-12-28 10:45:40,10432,13552,ICMP,2843799,475,65.46,29,112087,1,FTP
NET-0000637,2025-06-20 19:50:28,51777,8080,UDP,30245,27063,452.14,0,699,1,HTTPS
NET-0000638,2024-04-20 13:58:29,32333,3389,TCP,40395,9628,3196.48,1,1707,0,DNS
NET-0000639,2025-06-10 08:39:06,12957,3389,TCP,27710,35689,1900.02,1,4484,1,DNS
NET-0000640,2024-05-21 06:57:34,50593,443,ICMP,19344,37091,3447.39,2,1452,0,HTTPS
NET-0000641,2024-01-23 11:43:20,34843,80,ICMP,2547160,315,3327.88,29,437577,1,HTTP
NET-0000642,2025-11-19 14:15:07,38891,3389,TCP,13891,23914,1182.98,1,1295,1,DNS
NET-0000643,2025-05-26 08:05:45,38024,3389,ICMP,43066,42829,2315.11,1,3409,0,HTTP
NET-0000644,2024-03-18 18:33:38,58185,80,ICMP,41495,10014,2754.26,2,1170,1,DNS
NET-0000645,2025-11-09 14:03:02,30466,62183,TCP,48805,48214,3589.79,1,347,0,SMTP
NET-0000646,2024-08-18 14:18:40,28212,443,TCP,44315,20723,1361.93,0,143,1,HTTP
NET-0000647,2025-10-04 19:30:08,49316,3389,UDP,30739,31539,1116.5,2,4605,1,HTTPS
NET-0000648,2024-12-17 14:14:13,47483,8080,UDP,38692,19438,564.57,1,1444,1,FTP
NET-0000649,2024-03-30 21:22:50,2898,5771,TCP,1870872,710,2326.29,29,90755,1,HTTP
NET-0000650,2024-04-15 10:48:27,42137,443,UDP,40678,24154,1801.91,1,570,1,HTTPS
NET-0000651,2025-02-26 09:14:43,30932,3389,ICMP,4747053,838,1379.41,27,143394,1,FTP
NET-0000652,2025-09-30 22:45:57,23861,6826,UDP,6888,22457,3444.33,1,1106,0,Other
NET-0000653,2024-05-03 15:38:19,43434,3389,TCP,7419,38929,2358.3,2,4674,1,HTTPS
NET-0000654,2025-06-24 21:37:58,41644,22,UDP,48064,26673,3597.98,1,4263,1,HTTPS
NET-0000655,2025-04-04 01:53:30,41560,8080,UDP,30153,23851,1673.93,2,3622,1,SSH
NET-0000656,2024-04-26 16:41:13,44161,22,TCP,27565,44393,378.29,2,2542,1,SMTP
NET-0000657,2024-11-03 12:17:08,21585,8080,UDP,10209,17160,2143.63,1,3854,1,SMTP
NET-0000658,2024-09-05 20:06:49,22432,3389,ICMP,32664,38546,3509.91,2,317,0,SMTP
NET-0000659,2025-09-04 10:45:01,25170,443,TCP,47382,2652,1935.74,0,838,0,Other
NET-0000660,2024-11-04 08:59:37,3529,3389,TCP,36441,42252,588.75,1,4861,0,SSH
NET-0000661,2025-02-27 05:47:06,16496,19196,TCP,26437,15826,2165.13,0,1456,1,FTP
NET-0000662,2025-11-08 18:09:02,56691,8080,UDP,5871,101,873.29,1,699,1,SMTP
NET-0000663,2024-07-25 19:07:00,1344,443,UDP,16268,29456,3289.4,0,2496,1,DNS
NET-0000664,2024-08-07 04:11:52,37958,80,UDP,37293,18054,2841.45,0,3820,1,Other
NET-0000665,2025-07-13 13:32:29,16278,65253,TCP,16957,16389,3155.28,0,1018,1,SMTP
NET-0000666,2024-07-26 23:09:54,41247,22,UDP,41453,31948,967.12,2,1616,0,HTTPS
NET-0000667,2025-09-13 16:54:02,47012,80,TCP,24365,18391,1652.62,2,858,1,HTTP
NET-0000668,2025-02-21 08:14:31,56404,443,UDP,35179,3842,3111.79,2,1111,0,DNS
NET-0000669,2024-03-01 17:42:04,65238,33961,UDP,23007,20362,2229.75,2,3373,1,HTTPS
NET-0000670,2024-04-09 16:16:21,59612,443,TCP,32190,9420,771.23,0,937,0,SSH
NET-0000671,2025-04-17 16:57:49,60346,443,TCP,28384,12490,2346.09,0,1647,0,HTTPS
NET-0000672,2024-08-18 10:09:25,27895,443,UDP,34752,37049,5.04,1,4795,1,DNS
NET-0000673,2024-04-24 06:55:28,2148,8080,UDP,28443,3937,2293.88,2,2040,0,HTTP
NET-0000674,2025-03-10 16:58:31,23410,443,ICMP,2341,45443,340.62,2,4809,1,HTTPS
NET-0000675,2025-09-23 08:49:10,42475,45574,UDP,42699,18439,1909.78,1,487,1,HTTP
NET-0000676,2024-09-07 05:51:56,13123,46746,UDP,34985,4546,1111.5,1,1644,1,SSH
NET-0000677,2024-11-07 11:14:32,48304,443,ICMP,18594,39247,1103.05,2,4813,1,HTTPS
NET-0000678,2024-02-18 10:31:24,14116,80,ICMP,11433,37163,187.27,2,3046,1,Other
NET-0000679,2024-10-23 20:51:24,45921,443,UDP,36292,1964,2900.89,0,2231,0,DNS
NET-0000680,2025-05-05 05:19:06,60661,2857,ICMP,11326,32925,3043.48,2,3087,1,Other
NET-0000681,2024-12-29 18:15:15,51645,22,UDP,8508,26282,1886.61,0,1487,1,Other
NET-0000682,2024-12-09 05:55:35,35124,63219,TCP,31703,11170,1404.07,0,2811,1,FTP
NET-0000683,2025-10-30 00:18:59,26514,80,UDP,11647,40678,1585.93,2,1207,1,HTTP
NET-0000684,2024-06-21 07:11:27,7982,8080,TCP,23428,45636,3542.53,2,2908,1,DNS
NET-0000685,2024-04-06 14:38:55,4721,3389,ICMP,26658,27295,2646.65,1,244,1,Other
NET-0000686,2024-12-20 20:35:12,9602,443,ICMP,21238,28703,3302.3,2,1058,1,SSH
NET-0000687,2025-05-05 03:16:00,27745,80,UDP,1929,49219,1373.24,0,4456,1,HTTP
NET-0000688,2024-07-21 08:40:47,40804,443,UDP,41545,18364,2212.27,0,383,0,Other
NET-0000689,2025-02-01 14:16:05,28528,8080,TCP,17551,4759,2576.96,2,2685,0,HTTPS
NET-0000690,2024-02-05 13:32:05,8999,64973,UDP,19243,28732,1953.93,2,1703,1,Other
NET-0000691,2024-05-27 00:45:08,23813,443,UDP,13863,9975,716.04,2,1204,1,HTTPS
NET-0000692,2025-08-07 14:20:59,14036,443,ICMP,3885,11709,2537.98,0,2538,1,HTTPS
NET-0000693,2024-10-06 01:17:27,43085,80,TCP,23845,13257,254.4,0,3592,1,HTTPS
NET-0000694,2025-12-15 21:29:52,23115,22,UDP,28394,5817,1407.02,2,4547,0,SSH
NET-0000695,2025-11-10 19:23:10,11422,80,UDP,37937,21590,1316.53,2,4941,1,Other
NET-0000696,2025-09-18 08:10:55,35292,80,UDP,25132,21984,2222.61,1,3309,1,HTTP
NET-0000697,2025-05-22 22:16:06,37692,80,ICMP,44257,42303,2528.69,2,83,0,HTTPS
NET-0000698,2025-11-24 09:42:53,29334,80,UDP,9694,17814,381.05,2,3380,0,DNS
NET-0000699,2025-05-01 19:48:36,1590,3389,UDP,23871,45197,179.96,2,1995,0,HTTPS
NET-0000700,2025-06-01 12:01:17,35074,22802,UDP,42045,9173,3383.22,2,122,1,Other
NET-0000701,2024-08-20 18:54:06,65200,21250,UDP,45367,31651,3406.4,2,4391,1,HTTP
NET-0000702,2024-03-14 21:58:47,1790,8080,ICMP,22666,11612,2234.45,1,2182,0,Other
NET-0000703,2025-01-01 14:48:45,63613,17443,UDP,644411,866,351.96,31,69489,1,SSH
NET-0000704,2024-01-27 04:24:02,33556,443,ICMP,1048,22323,1796.72,0,1898,1,HTTP
NET-0000705,2024-07-31 08:45:43,49897,22,ICMP,21963,23466,3301.45,2,4194,1,DNS
NET-0000706,2025-07-08 11:21:00,36780,443,ICMP,18371,28905,751.82,0,1031,0,SMTP
NET-0000707,2024-06-16 17:46:18,62549,3389,ICMP,6854,3586,3397.4,2,3306,1,FTP
NET-0000708,2024-04-07 08:46:59,41318,8080,TCP,30984,34647,1987.28,1,3639,1,HTTP
NET-0000709,2025-12-26 08:15:00,61589,443,UDP,4413,15387,2407.13,2,2398,1,HTTP
NET-0000710,2024-03-03 19:05:52,31215,443,UDP,31267,46411,2890.95,1,1129,1,SMTP
NET-0000711,2025-12-16 09:45:06,51802,2976,TCP,28670,24053,475.03,0,2189,1,DNS
NET-0000712,2025-12-22 20:59:22,14820,80,TCP,20267,49763,2467.21,0,1444,0,DNS
NET-0000713,2025-07-08 03:50:23,8584,3389,TCP,12034,40292,2400.6,0,1760,0,SSH
NET-0000714,2025-04-13 00:14:45,17202,80,ICMP,33949,30439,963.44,0,958,1,HTTP
NET-0000715,2025-11-28 08:43:01,57892,443,UDP,7157,2062,3002.61,0,4018,1,HTTPS
NET-0000716,2025-10-10 00:17:43,59144,3389,ICMP,28444,12726,2952.57,0,1122,1,DNS
NET-0000717,2024-10-27 11:16:32,44569,3389,UDP,26757,10842,653.59,2,3910,1,FTP
NET-0000718,2024-09-19 07:31:11,45348,8080,UDP,34145,14933,58.9,1,16,1,SSH
NET-0000719,2025-05-10 12:50:59,39969,3389,ICMP,34779,26476,1501.93,1,28,0,DNS
NET-0000720,2024-11-13 13:02:28,46445,22,UDP,13763,34350,664.79,1,867,1,SMTP
NET-0000721,2025-01-09 16:56:23,7075,8080,ICMP,16085,23406,2607.76,1,1348,1,HTTPS
NET-0000722,2025-05-30 09:01:59,26891,3389,UDP,36493,22800,508.49,1,3793,1,HTTPS
NET-0000723,2025-09-26 14:19:03,60867,28706,ICMP,11268,724,2848.2,1,710,1,HTTPS
NET-0000724,2024-10-01 05:43:29,41294,8080,TCP,4345393,838,787.52,27,275057,1,SSH
NET-0000725,2024-03-25 15:02:45,8178,80,TCP,43461,24655,1594.76,2,4277,0,HTTP
NET-0000726,2024-01-17 03:18:55,17285,443,UDP,11168,45380,3081.63,1,4429,1,Other
NET-0000727,2025-11-18 08:48:26,62520,3389,ICMP,11423,26530,1093.18,0,4234,1,SMTP
NET-0000728,2024-04-29 01:28:15,47973,3389,ICMP,9037,11614,817.73,0,110,1,SMTP
NET-0000729,2024-07-11 08:17:53,16573,22,TCP,28011,12487,3436.36,2,2857,1,Other
NET-0000730,2024-11-24 06:21:07,39246,3389,UDP,14103,9524,1295.46,2,3606,1,Other
NET-0000731,2024-06-03 05:20:41,38319,443,ICMP,35474,31736,2150.07,1,1933,0,HTTP
NET-0000732,2025-07-01 23:48:06,52703,80,UDP,42135,4155,131.13,2,677,0,HTTPS
NET-0000733,2025-01-15 23:03:13,49815,8080,UDP,31919,23136,2918.27,1,2229,0,DNS
NET-0000734,2024-10-21 14:21:47,45708,50791,UDP,41198,43156,665.22,0,4946,1,HTTP
NET-0000735,2025-06-24 11:44:57,54146,8080,UDP,9658,8398,572.51,0,296,1,SSH
NET-0000736,2024-01-17 04:10:13,21125,3389,UDP,43713,32027,1620.82,2,3762,0,HTTPS
NET-0000737,2024-05-29 22:44:25,42722,443,TCP,4794,32786,1821.24,2,3397,1,HTTP
NET-0000738,2025-05-09 21:47:45,27241,8080,UDP,18935,27274,64.16,1,3652,1,HTTP
NET-0000739,2025-05-20 15:23:20,56271,60402,ICMP,29934,43804,408.3,1,1074,1,HTTP
NET-0000740,2025-08-24 08:29:17,39502,46821,ICMP,17075,15519,2420.44,2,2101,0,FTP
