QueryId,ProductId,QueryText,ProductTitle,CategoryMatch,Price,ReviewScore,SalesRank,ClickCount30d,CartAdds30d,RelevanceScore
QRY-277,PRD-000520,laptop 16gb ram,NovaSound Pro Headphones,0,607.01,4.5,14464,3946,260,0.9948
QRY-894,PRD-000521,running shoes men,EcoTherm Smart Stat,1,659.59,4.8,37708,4901,37,1
QRY-871,PRD-000522,running shoes men,TechBook 16 Laptop,1,264.86,4,49001,585,432,1
QRY-354,PRD-000523,smart thermostat,TechBook 16 Laptop,1,35.74,4.4,5944,4329,367,1
QRY-656,PRD-000524,smart thermostat,NovaSound Pro Headphones,1,254.65,4.5,42147,4742,604,1
QRY-921,PRD-000525,running shoes men,Mountain Roast Coffee,1,456.48,4.2,9603,4790,229,1
QRY-279,PRD-000526,running shoes men,TrailMax Running Shoes,1,133.84,4.1,47273,2521,264,1
QRY-211,PRD-000527,running shoes men,EcoTherm Smart Stat,1,683.61,4.2,6268,606,798,1
QRY-896,PRD-000528,running shoes men,TrailMax Running Shoes,0,646.96,2.5,2776,630,167,0.525
QRY-722,PRD-000529,smart thermostat,TechBook 16 Laptop,0,737.08,3.3,48952,800,61,0.6902
QRY-241,PRD-000530,wireless headphones,NovaSound Pro Headphones,0,856.08,2.7,32100,201,565,0.6303
QRY-957,PRD-000531,organic coffee beans,EcoTherm Smart Stat,0,685.12,4.1,31056,3984,792,1
QRY-980,PRD-000532,organic coffee beans,TechBook 16 Laptop,1,606.86,2.7,35976,1226,58,1
QRY-433,PRD-000533,laptop 16gb ram,EcoTherm Smart Stat,0,688.71,3.6,26515,3102,212,0.9346
QRY-817,PRD-000534,wireless headphones,TechBook 16 Laptop,0,412.87,4.3,35264,778,337,0.9696
QRY-199,PRD-000535,laptop 16gb ram,EcoTherm Smart Stat,0,897.15,4.7,8877,3587,428,1
QRY-627,PRD-000536,laptop 16gb ram,TrailMax Running Shoes,1,611.4,4.1,8675,3169,602,1
QRY-507,PRD-000537,running shoes men,EcoTherm Smart Stat,0,972.17,4.6,17166,4975,712,1
QRY-547,PRD-000538,smart thermostat,EcoTherm Smart Stat,1,10.71,4.2,44137,2694,471,1
QRY-118,PRD-000539,smart thermostat,TechBook 16 Laptop,1,905.08,3.7,40412,3854,732,1
QRY-685,PRD-000540,smart thermostat,Mountain Roast Coffee,1,912.45,3.2,491,2257,205,1
QRY-907,PRD-000541,running shoes men,TrailMax Running Shoes,0,465.83,3.3,8715,3755,796,0.9237
QRY-619,PRD-000542,laptop 16gb ram,NovaSound Pro Headphones,0,471.68,4.1,322,703,50,0.7774
QRY-457,PRD-000543,wireless headphones,EcoTherm Smart Stat,1,268.1,3.4,64,4798,717,1
QRY-618,PRD-000544,wireless headphones,TechBook 16 Laptop,0,766.07,5,4259,3551,793,1
QRY-214,PRD-000545,organic coffee beans,TrailMax Running Shoes,1,351.25,4.2,15528,4455,267,1
QRY-230,PRD-000546,running shoes men,TechBook 16 Laptop,0,895.68,2.9,46337,267,49,0.5864
QRY-608,PRD-000547,laptop 16gb ram,EcoTherm Smart Stat,0,928.74,4.9,44193,4329,124,0.9868
QRY-173,PRD-000548,running shoes men,Mountain Roast Coffee,1,99.07,3.8,37818,2960,208,1
QRY-251,PRD-000549,smart thermostat,EcoTherm Smart Stat,0,684.3,3.4,21944,4993,690,0.7549
QRY-114,PRD-000550,laptop 16gb ram,TechBook 16 Laptop,1,202.95,4.1,42431,3496,637,1
QRY-959,PRD-000551,laptop 16gb ram,NovaSound Pro Headphones,1,616.14,3.3,33617,3705,448,1
QRY-775,PRD-000552,laptop 16gb ram,EcoTherm Smart Stat,1,168.7,4,1327,3216,666,1
QRY-209,PRD-000553,smart thermostat,NovaSound Pro Headphones,1,310.98,3.8,16788,2740,514,1
QRY-224,PRD-000554,organic coffee beans,Mountain Roast Coffee,0,845.2,2.7,21462,3767,415,0.7438
QRY-471,PRD-000555,organic coffee beans,TechBook 16 Laptop,1,238.42,3.8,12905,2648,617,1
QRY-830,PRD-000556,smart thermostat,NovaSound Pro Headphones,0,241.13,4.1,4994,1022,670,0.7855
QRY-617,PRD-000557,smart thermostat,TrailMax Running Shoes,0,430.37,2.7,34586,3447,585,0.7119
QRY-325,PRD-000558,wireless headphones,TechBook 16 Laptop,1,869.71,3.7,32383,388,229,1
QRY-662,PRD-000559,smart thermostat,NovaSound Pro Headphones,1,133.34,4.7,44703,1871,247,1
QRY-424,PRD-000560,running shoes men,TechBook 16 Laptop,0,780.21,4.3,28269,2813,756,0.9775
QRY-409,PRD-000561,laptop 16gb ram,TrailMax Running Shoes,1,778.62,4,8171,4535,75,1
QRY-774,PRD-000562,running shoes men,EcoTherm Smart Stat,0,352.4,3.8,38059,4914,800,0.8846
QRY-353,PRD-000563,laptop 16gb ram,NovaSound Pro Headphones,0,781.35,3.9,49003,4972,704,0.8198
QRY-543,PRD-000564,laptop 16gb ram,EcoTherm Smart Stat,1,769.11,4.9,21063,2895,596,1
QRY-959,PRD-000565,laptop 16gb ram,EcoTherm Smart Stat,0,243.14,4.6,20274,728,612,0.9431
QRY-797,PRD-000566,laptop 16gb ram,TrailMax Running Shoes,1,66.52,4.4,6074,100,551,1
QRY-363,PRD-000567,smart thermostat,EcoTherm Smart Stat,1,304.13,4.1,28607,4984,775,1
QRY-420,PRD-000568,running shoes men,NovaSound Pro Headphones,0,430.45,4,30818,3430,255,0.9568
QRY-639,PRD-000569,organic coffee beans,TrailMax Running Shoes,1,352.55,4.3,39775,3142,340,1
QRY-923,PRD-000570,organic coffee beans,TechBook 16 Laptop,0,149.39,3,6509,774,425,0.8345
QRY-730,PRD-000571,smart thermostat,NovaSound Pro Headphones,1,492.24,4.7,46893,1984,427,1
QRY-556,PRD-000572,wireless headphones,TechBook 16 Laptop,1,182.66,4.4,18259,222,255,1
QRY-512,PRD-000573,running shoes men,TrailMax Running Shoes,0,633.17,4.1,16041,2557,511,0.8554
QRY-759,PRD-000574,wireless headphones,TrailMax Running Shoes,1,600.05,4,2089,4212,626,1
QRY-195,PRD-000575,laptop 16gb ram,EcoTherm Smart Stat,1,935.96,4.6,7274,3467,451,1
QRY-992,PRD-000576,laptop 16gb ram,EcoTherm Smart Stat,0,473.65,2.9,14937,4801,258,0.8591
QRY-541,PRD-000577,laptop 16gb ram,NovaSound Pro Headphones,0,197.67,4.8,47498,4984,635,0.9249
QRY-531,PRD-000578,organic coffee beans,TrailMax Running Shoes,1,987.69,3.6,19491,3593,573,1
QRY-749,PRD-000579,laptop 16gb ram,TrailMax Running Shoes,0,982.72,3.7,1744,1396,758,0.8423
QRY-114,PRD-000580,laptop 16gb ram,Mountain Roast Coffee,1,411.09,2.6,29259,4042,605,1
QRY-384,PRD-000581,wireless headphones,EcoTherm Smart Stat,0,713.73,4.3,49784,45,392,0.7981
QRY-573,PRD-000582,running shoes men,TrailMax Running Shoes,1,96.86,4.8,7452,1420,220,1
QRY-525,PRD-000583,organic coffee beans,NovaSound Pro Headphones,1,345.29,3.4,14657,1382,424,1
QRY-456,PRD-000584,organic coffee beans,TechBook 16 Laptop,0,507.3,4.9,19159,1037,684,0.9658
QRY-286,PRD-000585,organic coffee beans,NovaSound Pro Headphones,1,550.08,2.6,28838,3536,636,1
QRY-470,PRD-000586,organic coffee beans,NovaSound Pro Headphones,1,532.53,2.6,33246,2153,414,1
QRY-142,PRD-000587,running shoes men,TrailMax Running Shoes,1,673.28,3.9,15643,1115,558,1
QRY-827,PRD-000588,wireless headphones,TechBook 16 Laptop,0,764.73,2.7,9928,4895,715,0.6895
QRY-188,PRD-000589,laptop 16gb ram,TechBook 16 Laptop,0,753.15,4,631,4576,246,0.933
QRY-490,PRD-000590,organic coffee beans,TechBook 16 Laptop,0,165.85,3.6,36617,2476,746,0.7797
QRY-889,PRD-000591,smart thermostat,TechBook 16 Laptop,0,463.87,4.8,44510,2447,758,0.8994
QRY-462,PRD-000592,wireless headphones,TrailMax Running Shoes,0,807.35,4.2,30780,1188,397,0.9538
QRY-293,PRD-000593,running shoes men,NovaSound Pro Headphones,0,449.8,3.9,32166,2548,434,0.7753
QRY-368,PRD-000594,running shoes men,NovaSound Pro Headphones,1,978.58,4.9,28155,3033,424,1
QRY-891,PRD-000595,running shoes men,EcoTherm Smart Stat,1,732.68,3.6,6481,2784,688,1
QRY-492,PRD-000596,organic coffee beans,Mountain Roast Coffee,1,147.43,4.2,7080,3683,388,1
QRY-658,PRD-000597,organic coffee beans,TrailMax Running Shoes,0,553.36,4.7,29724,1595,703,0.9852
QRY-642,PRD-000598,running shoes men,TrailMax Running Shoes,0,310.1,2.9,30336,4138,786,0.7258
QRY-257,PRD-000599,running shoes men,Mountain Roast Coffee,1,460.72,3.6,16391,474,66,1
QRY-906,PRD-000600,organic coffee beans,NovaSound Pro Headphones,1,398.95,2.6,34005,3087,511,1
QRY-710,PRD-000601,running shoes men,TechBook 16 Laptop,1,991.27,4.1,5440,137,702,1
QRY-588,PRD-000602,laptop 16gb ram,TrailMax Running Shoes,1,692.38,4.1,34684,1346,146,1
QRY-261,PRD-000603,laptop 16gb ram,NovaSound Pro Headphones,1,270.98,3.3,18325,2590,570,1
QRY-911,PRD-000604,wireless headphones,Mountain Roast Coffee,0,962.78,4.4,32712,1787,235,0.9726
QRY-270,PRD-000605,wireless headphones,EcoTherm Smart Stat,1,448.25,4.3,17623,1481,713,1
QRY-318,PRD-000606,smart thermostat,NovaSound Pro Headphones,0,147.51,2.8,44528,2575,455,0.7505
QRY-982,PRD-000607,organic coffee beans,TrailMax Running Shoes,1,603.62,3.8,36790,2438,706,1
QRY-793,PRD-000608,smart thermostat,EcoTherm Smart Stat,1,865.02,3.2,7792,1541,666,1
QRY-976,PRD-000609,running shoes men,TrailMax Running Shoes,0,478.09,4.7,47072,6,649,0.8773
QRY-677,PRD-000610,wireless headphones,EcoTherm Smart Stat,0,367.82,3.6,37154,1832,589,0.8232
QRY-535,PRD-000611,running shoes men,Mountain Roast Coffee,1,477.29,4.4,43613,1405,722,1
QRY-298,PRD-000612,organic coffee beans,TechBook 16 Laptop,1,942.88,3,26582,1328,340,1
QRY-650,PRD-000613,wireless headphones,EcoTherm Smart Stat,1,498.09,2.8,44473,3011,661,1
QRY-190,PRD-000614,laptop 16gb ram,NovaSound Pro Headphones,1,664.29,4.4,48852,1485,775,1
QRY-869,PRD-000615,laptop 16gb ram,TechBook 16 Laptop,0,177.44,3.2,15175,1177,197,0.8436
QRY-424,PRD-000616,smart thermostat,TrailMax Running Shoes,1,268.64,4.4,22093,4234,193,1
QRY-221,PRD-000617,laptop 16gb ram,EcoTherm Smart Stat,1,756.24,4.5,34386,4110,735,1
QRY-734,PRD-000618,laptop 16gb ram,Mountain Roast Coffee,1,412.21,4.4,46352,2770,259,1
QRY-717,PRD-000619,running shoes men,Mountain Roast Coffee,0,225.73,3.6,22361,1918,84,0.9342
QRY-778,PRD-000620,laptop 16gb ram,TechBook 16 Laptop,1,809.72,5,43599,2337,780,1
QRY-835,PRD-000621,organic coffee beans,TechBook 16 Laptop,0,289.58,4.8,10345,16,169,1
QRY-745,PRD-000622,laptop 16gb ram,NovaSound Pro Headphones,0,948.83,3,23121,3641,771,0.9181
QRY-590,PRD-000623,laptop 16gb ram,TechBook 16 Laptop,0,981.94,3.4,9055,371,773,0.7385
QRY-238,PRD-000624,wireless headphones,Mountain Roast Coffee,0,890.53,3.5,38105,2992,493,0.9588
QRY-856,PRD-000625,smart thermostat,TrailMax Running Shoes,0,401.58,3,9273,4391,688,0.6921
QRY-208,PRD-000626,wireless headphones,NovaSound Pro Headphones,0,480.38,2.6,26986,2513,56,0.8
QRY-781,PRD-000627,running shoes men,NovaSound Pro Headphones,1,427.17,3.6,43371,3539,250,1
QRY-803,PRD-000628,organic coffee beans,Mountain Roast Coffee,1,843.34,4.7,39835,1062,632,1
QRY-158,PRD-000629,organic coffee beans,Mountain Roast Coffee,1,890.93,3.1,32748,2654,787,1
QRY-514,PRD-000630,laptop 16gb ram,EcoTherm Smart Stat,1,157.91,3.6,18468,3701,231,1
QRY-725,PRD-000631,organic coffee beans,TechBook 16 Laptop,1,743.49,3.3,39211,2205,21,1
QRY-159,PRD-000632,laptop 16gb ram,Mountain Roast Coffee,1,949.07,3.8,7024,1309,171,1
QRY-971,PRD-000633,organic coffee beans,NovaSound Pro Headphones,0,249.38,2.8,41260,3396,332,0.7166
QRY-725,PRD-000634,running shoes men,Mountain Roast Coffee,1,515.69,2.8,11720,1720,260,0.9818
QRY-575,PRD-000635,running shoes men,NovaSound Pro Headphones,1,96.64,4.6,18285,2000,414,1
QRY-189,PRD-000636,laptop 16gb ram,NovaSound Pro Headphones,0,797.89,4.5,40657,4224,331,0.9063
QRY-981,PRD-000637,organic coffee beans,Mountain Roast Coffee,1,688.22,4.8,42039,1231,445,1
QRY-361,PRD-000638,organic coffee beans,NovaSound Pro Headphones,0,577.54,4.7,13654,1224,195,0.9994
QRY-274,PRD-000639,organic coffee beans,Mountain Roast Coffee,1,96.45,4.4,27281,2181,234,1
QRY-472,PRD-000640,laptop 16gb ram,Mountain Roast Coffee,0,665.71,3,208,1231,73,0.7545
QRY-364,PRD-000641,organic coffee beans,TrailMax Running Shoes,0,500.53,4.3,45680,1650,80,1
QRY-160,PRD-000642,wireless headphones,EcoTherm Smart Stat,1,196.81,2.5,9951,522,193,0.9409
QRY-400,PRD-000643,organic coffee beans,NovaSound Pro Headphones,1,530.91,3.9,9316,2114,189,1
QRY-266,PRD-000644,wireless headphones,NovaSound Pro Headphones,1,434.87,3.7,44177,4940,335,1
QRY-270,PRD-000645,laptop 16gb ram,NovaSound Pro Headphones,1,996.34,5,23741,3317,34,1
QRY-436,PRD-000646,organic coffee beans,TechBook 16 Laptop,0,280.88,3.8,2148,750,419,1
QRY-153,PRD-000647,wireless headphones,NovaSound Pro Headphones,1,626.87,3.7,35490,4502,177,1
QRY-881,PRD-000648,wireless headphones,TechBook 16 Laptop,0,149.53,3.7,2648,2138,247,0.8015
QRY-548,PRD-000649,organic coffee beans,TechBook 16 Laptop,0,365,2.9,48946,3259,72,0.7707
QRY-133,PRD-000650,running shoes men,NovaSound Pro Headphones,0,112.2,3.5,40568,4485,204,0.8876
QRY-596,PRD-000651,laptop 16gb ram,TechBook 16 Laptop,1,29.46,3.8,41966,2364,639,1
QRY-454,PRD-000652,laptop 16gb ram,EcoTherm Smart Stat,0,758.87,3.5,46280,4313,685,0.9767
QRY-441,PRD-000653,wireless headphones,NovaSound Pro Headphones,1,754.88,4.7,3980,415,104,1
QRY-768,PRD-000654,laptop 16gb ram,Mountain Roast Coffee,0,399.77,4.8,15329,3825,451,1
QRY-792,PRD-000655,running shoes men,NovaSound Pro Headphones,0,802.29,4.5,11461,3866,696,0.9444
QRY-825,PRD-000656,smart thermostat,TrailMax Running Shoes,1,178.07,2.8,770,2856,176,1
QRY-537,PRD-000657,laptop 16gb ram,NovaSound Pro Headphones,1,319.83,4.3,46645,3073,277,1
QRY-179,PRD-000658,running shoes men,TrailMax Running Shoes,0,553.27,3.1,41439,1107,114,0.8772
QRY-835,PRD-000659,running shoes men,Mountain Roast Coffee,0,704.17,4,3988,3720,437,0.9285
QRY-369,PRD-000660,laptop 16gb ram,Mountain Roast Coffee,0,976.51,4,41921,20,175,0.7361
QRY-398,PRD-000661,wireless headphones,Mountain Roast Coffee,1,316.66,2.6,45677,3437,476,1
QRY-734,PRD-000662,laptop 16gb ram,Mountain Roast Coffee,1,880.75,4.9,39153,1461,269,1
QRY-957,PRD-000663,smart thermostat,EcoTherm Smart Stat,1,522.55,4.6,35080,1958,711,1
QRY-219,PRD-000664,wireless headphones,EcoTherm Smart Stat,1,888.01,3.8,30027,2807,584,1
QRY-907,PRD-000665,running shoes men,TechBook 16 Laptop,0,823.56,3,37078,4057,792,0.8704
QRY-114,PRD-000666,running shoes men,NovaSound Pro Headphones,1,131.46,4.4,24600,1815,240,1
QRY-532,PRD-000667,smart thermostat,TechBook 16 Laptop,1,188.1,4.5,29333,4124,522,1
QRY-175,PRD-000668,running shoes men,Mountain Roast Coffee,1,928.47,2.9,24184,2192,105,1
QRY-978,PRD-000669,organic coffee beans,TechBook 16 Laptop,1,689.7,3.4,47043,4623,412,1
QRY-241,PRD-000670,wireless headphones,EcoTherm Smart Stat,0,427.61,4.5,12169,1902,219,1
QRY-476,PRD-000671,laptop 16gb ram,TrailMax Running Shoes,1,670.7,2.7,28841,971,0,1
QRY-232,PRD-000672,laptop 16gb ram,TrailMax Running Shoes,1,613.48,4.5,16781,2478,363,1
QRY-895,PRD-000673,wireless headphones,Mountain Roast Coffee,0,734.13,4.2,28778,280,289,0.9224
QRY-383,PRD-000674,organic coffee beans,TrailMax Running Shoes,0,473.14,3.6,48440,948,527,0.9489
QRY-294,PRD-000675,running shoes men,TrailMax Running Shoes,1,593.53,4,6096,3378,128,1
QRY-854,PRD-000676,wireless headphones,TrailMax Running Shoes,1,730.53,4.1,44601,2436,740,1
QRY-220,PRD-000677,laptop 16gb ram,TrailMax Running Shoes,1,259.46,3.9,25205,1859,395,1
QRY-507,PRD-000678,wireless headphones,TechBook 16 Laptop,1,324.1,2.6,34644,3257,326,1
QRY-746,PRD-000679,smart thermostat,TrailMax Running Shoes,1,515.05,4.4,36618,3202,614,1
QRY-705,PRD-000680,running shoes men,TrailMax Running Shoes,1,716.35,3.4,15844,2282,249,1
QRY-280,PRD-000681,smart thermostat,TechBook 16 Laptop,0,867.46,3.9,13044,2301,679,0.8631
QRY-778,PRD-000682,laptop 16gb ram,Mountain Roast Coffee,1,430.99,2.5,11749,1803,594,1
QRY-510,PRD-000683,organic coffee beans,NovaSound Pro Headphones,1,774.81,3.3,25732,3370,480,1
QRY-417,PRD-000684,wireless headphones,Mountain Roast Coffee,1,640.12,3.1,18821,4359,305,1
QRY-245,PRD-000685,organic coffee beans,TrailMax Running Shoes,0,935.49,2.9,18991,436,469,0.577
QRY-592,PRD-000686,wireless headphones,TechBook 16 Laptop,1,765.18,3.9,33940,396,338,1
QRY-431,PRD-000687,smart thermostat,TechBook 16 Laptop,1,621.53,3.5,9868,1267,97,1
QRY-153,PRD-000688,smart thermostat,TrailMax Running Shoes,1,152.06,4.1,17522,2912,60,1
QRY-215,PRD-000689,laptop 16gb ram,Mountain Roast Coffee,0,515.51,3.5,48639,4344,706,0.7769
QRY-890,PRD-000690,wireless headphones,TrailMax Running Shoes,1,840.28,3.1,37573,1783,447,1
QRY-834,PRD-000691,organic coffee beans,NovaSound Pro Headphones,1,638.57,4.6,7115,4997,464,1
QRY-324,PRD-000692,organic coffee beans,EcoTherm Smart Stat,0,361.72,2.9,19792,704,592,0.8374
QRY-843,PRD-000693,smart thermostat,NovaSound Pro Headphones,1,137.1,4,22934,2219,440,1
QRY-914,PRD-000694,smart thermostat,NovaSound Pro Headphones,0,660.8,3.6,3307,3067,604,0.9243
QRY-864,PRD-000695,running shoes men,Mountain Roast Coffee,1,481.27,2.7,21643,4845,227,1
QRY-668,PRD-000696,laptop 16gb ram,EcoTherm Smart Stat,1,798.02,4.3,35121,4818,796,1
QRY-308,PRD-000697,laptop 16gb ram,TrailMax Running Shoes,0,933.37,4.5,44151,2141,461,1
QRY-236,PRD-000698,smart thermostat,TechBook 16 Laptop,0,348.52,2.6,21694,317,749,0.5551
QRY-938,PRD-000699,wireless headphones,TrailMax Running Shoes,1,717.64,4.9,37140,1072,535,1
QRY-931,PRD-000700,smart thermostat,Mountain Roast Coffee,0,304.45,4.5,24278,155,556,0.9047
QRY-447,PRD-000701,smart thermostat,EcoTherm Smart Stat,0,649.27,3.1,38698,1024,108,0.6655
QRY-978,PRD-000702,running shoes men,Mountain Roast Coffee,1,782.87,3,4326,382,498,1
QRY-651,PRD-000703,wireless headphones,EcoTherm Smart Stat,0,294.85,5,15745,3014,400,1
QRY-393,PRD-000704,wireless headphones,Mountain Roast Coffee,1,361.22,2.9,20929,2163,67,1
QRY-954,PRD-000705,laptop 16gb ram,EcoTherm Smart Stat,0,988,2.9,27733,843,502,0.6913
QRY-223,PRD-000706,laptop 16gb ram,Mountain Roast Coffee,0,229.56,4.5,13389,1124,484,0.9176
QRY-724,PRD-000707,smart thermostat,TrailMax Running Shoes,1,592.83,5,3034,420,190,1
QRY-345,PRD-000708,wireless headphones,NovaSound Pro Headphones,1,755.1,4.5,7918,1367,696,1
QRY-866,PRD-000709,running shoes men,Mountain Roast Coffee,0,609.44,2.8,35981,3296,77,0.7659
QRY-975,PRD-000710,wireless headphones,EcoTherm Smart Stat,1,176.11,2.9,20769,3866,534,1
QRY-440,PRD-000711,organic coffee beans,TrailMax Running Shoes,1,974.33,3.8,22315,2726,662,1
QRY-108,PRD-000712,wireless headphones,NovaSound Pro Headphones,0,162.63,3.7,8778,3587,145,0.7627
QRY-690,PRD-000713,organic coffee beans,EcoTherm Smart Stat,1,202.22,5,18986,843,531,1
QRY-773,PRD-000714,wireless headphones,Mountain Roast Coffee,0,759.96,3.8,42938,4582,779,0.8631
QRY-751,PRD-000715,wireless headphones,TrailMax Running Shoes,1,123.43,3.9,29585,2160,167,1
QRY-658,PRD-000716,smart thermostat,Mountain Roast Coffee,0,25.1,3.7,8513,985,713,0.9947
QRY-641,PRD-000717,smart thermostat,EcoTherm Smart Stat,1,275.36,2.7,43156,4131,599,1
QRY-880,PRD-000718,wireless headphones,EcoTherm Smart Stat,1,943.67,4.7,49428,4813,237,1
QRY-714,PRD-000719,running shoes men,EcoTherm Smart Stat,1,940.91,4,16872,2408,88,1
QRY-791,PRD-000720,smart thermostat,Mountain Roast Coffee,0,145.5,3.7,33925,1526,500,0.9842
QRY-397,PRD-000721,running shoes men,TrailMax Running Shoes,0,728.98,4.1,19039,3191,182,1
QRY-674,PRD-000722,organic coffee beans,NovaSound Pro Headphones,1,772.7,3.1,19848,884,713,1
QRY-178,PRD-000723,wireless headphones,Mountain Roast Coffee,1,36.14,2.8,21472,973,668,1
QRY-371,PRD-000724,running shoes men,Mountain Roast Coffee,1,513.34,3.3,20208,4342,619,1
QRY-258,PRD-000725,wireless headphones,EcoTherm Smart Stat,0,82.56,4.5,49126,2414,220,0.8941
QRY-441,PRD-000726,wireless headphones,TrailMax Running Shoes,0,721.27,3,43662,574,307,0.588
QRY-715,PRD-000727,smart thermostat,NovaSound Pro Headphones,1,591.15,4.6,2358,1143,174,1
QRY-341,PRD-000728,running shoes men,TechBook 16 Laptop,1,680.09,3.2,36668,620,214,1
QRY-990,PRD-000729,running shoes men,TrailMax Running Shoes,0,63.01,4,21863,418,395,0.9111
QRY-415,PRD-000730,wireless headphones,TrailMax Running Shoes,1,196.63,5,616,2275,460,1
QRY-415,PRD-000731,smart thermostat,Mountain Roast Coffee,0,257.19,4.8,16165,2681,25,1
QRY-179,PRD-000732,organic coffee beans,TechBook 16 Laptop,1,238.09,2.6,20496,1003,416,1
QRY-633,PRD-000733,organic coffee beans,Mountain Roast Coffee,1,684.38,3.6,35466,2407,579,1
QRY-956,PRD-000734,wireless headphones,NovaSound Pro Headphones,1,565.99,3.3,48735,2153,404,1
QRY-995,PRD-000735,wireless headphones,EcoTherm Smart Stat,0,29.7,4.7,3140,804,287,0.9703
QRY-898,PRD-000736,laptop 16gb ram,TrailMax Running Shoes,0,716.68,4.2,46622,2717,13,0.8717
QRY-692,PRD-000737,laptop 16gb ram,TechBook 16 Laptop,0,742.83,3.5,40966,4982,385,0.7399
QRY-187,PRD-000738,laptop 16gb ram,Mountain Roast Coffee,1,839.08,4.6,19401,1292,229,1
QRY-259,PRD-000739,laptop 16gb ram,NovaSound Pro Headphones,0,766.23,4.4,40134,4748,34,1
QRY-201,PRD-000740,wireless headphones,TrailMax Running Shoes,0,458.11,4.6,9260,4672,56,1
QRY-609,PRD-000741,running shoes men,NovaSound Pro Headphones,1,371.84,3.4,11690,129,10,1
QRY-111,PRD-000742,organic coffee beans,Mountain Roast Coffee,1,301.7,4.9,21900,4364,49,1
QRY-323,PRD-000743,smart thermostat,TechBook 16 Laptop,1,914.66,4.1,26948,4286,449,1
QRY-366,PRD-000744,organic coffee beans,EcoTherm Smart Stat,1,786.86,4.4,30183,1216,168,1
QRY-959,PRD-000745,organic coffee beans,EcoTherm Smart Stat,1,855.38,3,48068,2332,315,1
QRY-271,PRD-000746,wireless headphones,EcoTherm Smart Stat,0,838.79,3.5,41812,627,743,0.8649
QRY-788,PRD-000747,laptop 16gb ram,Mountain Roast Coffee,0,329.37,4.7,20361,723,494,1
QRY-231,PRD-000748,laptop 16gb ram,Mountain Roast Coffee,0,16.49,3.8,25706,771,795,0.8044
QRY-419,PRD-000749,smart thermostat,Mountain Roast Coffee,0,866.16,3.6,25367,4161,496,0.771
QRY-435,PRD-000750,organic coffee beans,TechBook 16 Laptop,1,207.27,3.9,29729,65,366,1
QRY-906,PRD-000751,smart thermostat,Mountain Roast Coffee,1,900.42,2.9,33398,3520,362,1
QRY-274,PRD-000752,running shoes men,NovaSound Pro Headphones,1,902.11,4.3,38206,1671,140,1
QRY-701,PRD-000753,wireless headphones,TrailMax Running Shoes,1,173.86,3,23921,2042,595,1
QRY-396,PRD-000754,wireless headphones,TechBook 16 Laptop,1,950.73,3.2,29621,3209,109,1
QRY-881,PRD-000755,organic coffee beans,EcoTherm Smart Stat,1,712.6,4.7,902,2048,180,1
QRY-639,PRD-000756,running shoes men,Mountain Roast Coffee,1,223.02,3.6,15664,4054,656,1
QRY-542,PRD-000757,smart thermostat,TechBook 16 Laptop,1,300.1,4.2,4200,802,757,1
QRY-420,PRD-000758,wireless headphones,TechBook 16 Laptop,1,720.54,4.6,20734,1942,211,1
QRY-914,PRD-000759,laptop 16gb ram,EcoTherm Smart Stat,0,55.77,3.3,38596,1339,644,0.8214
QRY-280,PRD-000760,smart thermostat,TechBook 16 Laptop,1,730.81,2.5,32707,370,488,1
QRY-240,PRD-000761,organic coffee beans,TechBook 16 Laptop,1,253.22,4.1,36205,1578,73,1
QRY-395,PRD-000762,wireless headphones,EcoTherm Smart Stat,1,97.25,2.6,20164,575,444,1
QRY-986,PRD-000763,smart thermostat,NovaSound Pro Headphones,1,247.3,4.4,12254,2400,319,1
QRY-968,PRD-000764,laptop 16gb ram,TrailMax Running Shoes,1,134.18,4.2,49250,3077,122,1
QRY-274,PRD-000765,wireless headphones,NovaSound Pro Headphones,0,782.59,3.4,35560,4683,97,0.7735
QRY-683,PRD-000766,smart thermostat,NovaSound Pro Headphones,1,967.7,3,3290,4333,642,1
QRY-783,PRD-000767,smart thermostat,Mountain Roast Coffee,1,996.8,2.6,45599,3672,202,1
QRY-743,PRD-000768,running shoes men,TrailMax Running Shoes,1,130.48,3.5,25995,2975,523,1
QRY-353,PRD-000769,running shoes men,NovaSound Pro Headphones,0,619.77,3.1,8780,3030,522,0.8391
QRY-377,PRD-000770,wireless headphones,NovaSound Pro Headphones,1,927.83,3.8,23100,2928,163,1
QRY-646,PRD-000771,smart thermostat,NovaSound Pro Headphones,0,974.27,3.5,33069,3453,519,1
QRY-916,PRD-000772,laptop 16gb ram,NovaSound Pro Headphones,1,484.64,4.2,49274,3089,502,1
QRY-909,PRD-000773,organic coffee beans,Mountain Roast Coffee,0,948.51,4.4,15151,4274,354,1
QRY-534,PRD-000774,organic coffee beans,TechBook 16 Laptop,1,73.48,2.6,5559,1334,572,1
QRY-951,PRD-000775,wireless headphones,TrailMax Running Shoes,1,876.54,3.7,16478,3168,623,1
QRY-510,PRD-000776,running shoes men,TechBook 16 Laptop,1,98.13,3.5,35692,394,361,1
QRY-658,PRD-000777,running shoes men,TrailMax Running Shoes,1,551.96,4.5,29437,2688,269,1
QRY-743,PRD-000778,laptop 16gb ram,TechBook 16 Laptop,1,390.98,4.7,44777,1211,303,1
